Time (sec)	Arena	Track	Pos. X (mm)	Pos. Y (mm)	Label
16.0433	1	1	652.007	338.7	1
16.0767	1	1	654.829	337.657	1
16.1102	1	1	658.46	336.135	1
16.1437	1	1	662.588	333.794	1
16.1772	1	1	666.112	331.937	1
16.2107	1	1	670.515	329.471	1
16.2442	1	1	675.091	326.983	1
16.2777	1	1	678.87	324.19	1
16.3112	1	1	682.124	321.731	1
16.3447	1	1	685.07	320.225	1
16.3782	1	1	687.172	319.455	1
16.4117	1	1	688.866	318.671	1
16.4452	1	1	689.791	317.811	1
16.4787	1	1	690.377	316.914	1
16.5122	1	1	690.191	316.792	1
16.5457	1	1	689.014	316.976	1
16.5791	1	1	688.316	317.191	1
16.6126	1	1	687.344	317.738	1
16.6461	1	1	686.375	317.976	1
16.6796	1	1	684.473	318.693	1
16.7131	1	1	682.702	319.274	1
16.7466	1	1	681.798	319.573	1
16.7801	1	1	681.211	319.795	1
16.8136	1	1	680.671	320.008	1
16.8471	1	1	679.526	320.411	1
16.8806	1	1	676.623	321.752	1
16.9141	1	1	671.324	324.572	1
16.9476	1	1	665.323	328.004	1
16.9811	1	1	660.502	331.027	1
17.0146	1	1	656.86	333.188	1
17.048	1	1	654.22	332.713	1
17.0815	1	1	652.782	331.267	1
17.115	1	1	651.105	329.861	1
17.1485	1	1	650.205	328.516	1
17.182	1	1	649.411	326.892	1
17.2155	1	1	648.798	324.056	1
17.249	1	1	648.195	320.181	1
17.2825	1	1	647.743	315.681	1
17.316	1	1	647.892	308.599	1
17.3495	1	1	647.795	301.007	1
17.383	1	1	647.973	294.286	1
17.4165	1	1	648.197	285.901	1
17.45	1	1	649.013	278.556	1
17.4835	1	1	650.277	270.398	1
17.517	1	1	649.489	264.933	1
17.5504	1	1	648.475	260.22	1
17.5839	1	1	647.734	253.874	1
17.6174	1	1	646.922	247.488	1
17.6509	1	1	645.974	241.479	1
17.6844	1	1	644.846	233.62	1
17.7179	1	1	643.806	228.807	1
17.7514	1	1	643.14	225.864	1
17.7849	1	1	643.225	223.861	1
17.8184	1	1	643.317	222.267	1
17.8519	1	1	643.101	220.914	1
17.8854	1	1	642.867	220.032	1
17.9189	1	1	643.32	218.27	1
17.9524	1	1	643.2	216.437	1
17.9859	1	1	642.638	216.137	1
18.0194	1	1	640.982	216.151	1
18.0528	1	1	639.237	214.754	1
18.0863	1	1	637.85	212.922	1
18.1198	1	1	637.25	212.352	1
18.1533	1	1	636.976	211.257	1
18.1868	1	1	636.302	208.918	1
18.2203	1	1	635.059	206.118	1
18.2538	1	1	633.62	203.94	1
18.2873	1	1	631.872	203.384	1
18.3208	1	1	629.829	203.369	1
18.3543	1	1	627.725	202.935	1
18.3878	1	1	626.095	202.609	1
18.4213	1	1	623.647	200.992	1
18.4548	1	1	620.84	199.229	1
18.4883	1	1	617.337	196.871	1
18.5218	1	1	614.341	195.234	1
18.5552	1	1	609.976	194.246	1
18.5887	1	1	605.45	193.421	1
18.6222	1	1	600.331	191.346	1
18.6557	1	1	596.277	188.977	1
18.6892	1	1	592.564	186.137	1
18.7227	1	1	590.07	185.199	1
18.7562	1	1	587.11	185.333	1
18.7897	1	1	582.568	185.186	1
18.8232	1	1	576.839	184.663	1
18.8567	1	1	572.24	183.864	1
18.8902	1	1	567.482	182.613	1
18.9237	1	1	563.523	181.926	1
18.9572	1	1	559.938	181.539	1
18.9907	1	1	558.759	181.575	1
19.0241	1	1	557.939	181.531	1
19.0576	1	1	557.871	181.706	1
19.0911	1	1	558.185	182.173	1
19.1246	1	1	558.66	182.443	1
19.1581	1	1	558.68	182.522	1
19.1916	1	1	558.22	182.529	1
19.2251	1	1	557.875	182.69	1
19.2586	1	1	559.165	183.261	1
19.2921	1	1	561.895	184.328	1
19.3256	1	1	564.436	185.578	1
19.3591	1	1	565.44	186.029	1
19.3926	1	1	565.605	185.643	1
19.4261	1	1	565.672	185.593	1
19.4596	1	1	566.116	185.727	1
19.4931	1	1	565.895	185.558	1
19.5265	1	1	565.455	185.025	1
19.56	1	1	566.108	184.935	1
19.5935	1	1	566.772	185.198	1
19.627	1	1	567.451	185.228	1
19.6605	1	1	567.768	185.356	1
19.694	1	1	567.421	184.735	1
19.7275	1	1	568.312	184.969	1
19.761	1	1	568.013	184.966	1
19.7945	1	1	566.472	184.267	1
19.828	1	1	565.494	183.746	1
19.8615	1	1	565.633	183.598	1
19.895	1	1	565.266	183.062	1
19.9285	1	1	566.109	183.08	1
19.962	1	1	566.463	183.403	1
19.9955	1	1	566.446	183.453	1
20.0289	1	1	566.798	183.483	1
20.0624	1	1	567.649	184.018	1
20.0959	1	1	568.45	184.307	1
20.1294	1	1	568.633	184.026	1
20.1629	1	1	570.27	184.501	1
20.1964	1	1	573.132	185.697	1
20.2299	1	1	575.164	186.893	1
20.2634	1	1	577.894	188.54	1
20.2969	1	1	579.771	189.372	1
20.3304	1	1	582.637	190.033	1
20.3639	1	1	585.186	190.855	1
20.3974	1	1	587.396	191.864	1
20.4309	1	1	589.078	192.345	1
20.4644	1	1	591.164	193.126	1
20.4979	1	1	592.358	193.087	1
20.5313	1	1	594.024	193.244	1
20.5648	1	1	595.611	193.557	1
20.5983	1	1	596.586	193.818	1
20.6318	1	1	597.751	194.109	1
20.6653	1	1	598.762	194.059	1
20.6988	1	1	600.071	193.504	1
20.7323	1	1	600.935	192.873	1
20.7658	1	1	601.933	192.367	1
20.7993	1	1	603.25	191.869	1
20.8328	1	1	604.359	191.307	1
20.8663	1	1	605.307	190.9	1
20.8998	1	1	606.075	190.813	1
20.9333	1	1	607.003	190.541	1
20.9668	1	1	607.867	190.613	1
21.0002	1	1	608.633	190.69	1
21.0337	1	1	609.246	190.916	1
21.0672	1	1	610.009	191.306	1
21.1007	1	1	611.163	191.626	1
21.1342	1	1	612.384	192.284	1
21.1677	1	1	613.096	194.818	1
21.2012	1	1	614.177	198.853	1
21.2347	1	1	615.514	201.162	1
21.2682	1	1	616.886	202.51	1
21.3017	1	1	618.142	203.536	1
21.3352	1	1	619.032	203.736	1
21.3687	1	1	620.1	203.282	1
21.4022	1	1	621.442	204.97	1
21.4357	1	1	621.823	206.534	1
21.4692	1	1	620.91	207.42	1
21.5026	1	1	619.509	207.681	1
21.5361	1	1	617.607	207.604	1
21.5696	1	1	615.2	207.202	1
21.6031	1	1	612.481	206.967	1
21.6366	1	1	610.076	206.674	1
21.6701	1	1	607.223	206.722	1
21.7036	1	1	604.724	206.852	1
21.7371	1	1	601.442	207.143	1
21.7706	1	1	598.962	206.932	1
21.8041	1	1	596.43	207.105	1
21.8376	1	1	593.261	207.167	1
21.8711	1	1	590.872	207.232	1
21.9046	1	1	588.352	207.271	1
21.9381	1	1	585.675	207.461	1
21.9716	1	1	584.068	207.525	1
22.005	1	1	582.84	207.676	1
22.0385	1	1	582.113	207.882	1
22.072	1	1	582.953	208.181	1
22.1055	1	1	584.576	208.396	1
22.139	1	1	584.774	208.163	1
22.1725	1	1	584.098	208.088	1
22.206	1	1	583.454	208.05	1
22.2395	1	1	583.652	207.954	1
22.273	1	1	584.515	207.851	1
22.3065	1	1	584.47	208.018	1
22.34	1	1	584.486	208.246	1
22.3735	1	1	584.991	208.296	1
22.407	1	1	585.106	208.457	1
22.4405	1	1	585.331	208.675	1
22.474	1	1	585.578	208.671	1
22.5074	1	1	586.013	208.638	1
22.5409	1	1	586.204	208.682	1
22.5744	1	1	585.881	208.789	1
22.6079	1	1	585.807	208.732	1
22.6414	1	1	585.606	208.781	1
22.6749	1	1	586.061	208.891	1
22.7084	1	1	588.984	208.839	1
22.7419	1	1	591.781	208.855	1
22.7754	1	1	593.529	208.876	1
22.8089	1	1	596.041	209.206	1
22.8424	1	1	598.536	209.053	1
22.8759	1	1	603.454	208.65	1
22.9094	1	1	609.039	208.089	1
22.9429	1	1	611.639	207.627	1
22.9763	1	1	613.62	207.607	1
23.0098	1	1	616.35	208.309	1
23.0433	1	1	617.384	209.035	1
23.0768	1	1	617.099	209.493	1
23.1103	1	1	617.087	210.59	1
23.1438	1	1	616.835	212.245	1
23.1773	1	1	616.343	213.538	1
23.2108	1	1	615.619	214.701	1
23.2443	1	1	614.747	216.207	1
23.2778	1	1	613.751	217.538	1
23.3113	1	1	612.283	219.264	1
23.3448	1	1	610.551	221.355	1
23.3783	1	1	608.893	223.218	1
23.4118	1	1	607.151	225.34	1
23.4453	1	1	605.665	226.985	1
23.4787	1	1	604.91	228.243	1
23.5122	1	1	604.319	229.655	1
23.5457	1	1	604.074	230.199	1
23.5792	1	1	603.695	231.053	1
23.6127	1	1	603.458	231.833	1
23.6462	1	1	603.358	232.102	1
23.6797	1	1	603.651	232.073	1
23.7132	1	1	603.74	232.276	1
23.7467	1	1	603.553	232.351	1
23.7802	1	1	603.725	232.286	1
23.8137	1	1	603.996	232.338	1
23.8472	1	1	604.402	232.213	1
23.8807	1	1	605.137	231.776	1
23.9142	1	1	605.493	231.932	1
23.9477	1	1	605.685	231.938	1
23.9811	1	1	606.335	231.755	1
24.0146	1	1	606.746	232.193	1
24.0481	1	1	607.043	232.741	1
24.0816	1	1	606.952	233.661	1
24.1151	1	1	606.619	235.689	1
24.1486	1	1	605.73	239.057	1
24.1821	1	1	604.455	242.849	1
24.2156	1	1	602.697	246.968	1
24.2491	1	1	601.08	250.745	1
24.2826	1	1	600.015	254.266	1
24.3161	1	1	599.519	258.115	1
24.3496	1	1	598.709	261.801	1
24.3831	1	1	597.311	265.801	1
24.4166	1	1	595.247	271.182	1
24.4501	1	1	593.509	275.256	1
24.4835	1	1	593.348	276.907	1
24.517	1	1	593.278	278.401	1
24.5505	1	1	592.839	281.92	1
24.584	1	1	592.602	286.472	1
24.6175	1	1	591.643	291.983	1
24.651	1	1	590.385	296.649	1
24.6845	1	1	588.319	303.085	1
24.718	1	1	587.339	307.537	1
24.7515	1	1	586.38	311.773	1
24.785	1	1	585.923	317.153	1
24.8185	1	1	585.721	322.705	1
24.852	1	1	585.489	325.557	1
24.8855	1	1	583.977	329.469	1
24.919	1	1	582.362	332.916	1
24.9524	1	1	580.936	336.977	1
24.9859	1	1	579.805	343.831	1
25.0194	1	1	577.803	349.514	1
25.0529	1	1	575.456	355.58	1
25.0864	1	1	572.768	362.592	1
25.1199	1	1	571.958	367.694	1
25.1534	1	1	572.666	371.348	1
25.1869	1	1	573.202	375.106	1
25.2204	1	1	571.109	381.852	1
25.2539	1	1	569.07	389.197	1
25.2874	1	1	567.753	398.825	1
25.3209	1	1	566.365	406.567	1
25.3544	1	1	564.516	412.108	1
25.3879	1	1	562.129	416.939	1
25.4214	1	1	559.302	422.441	1
25.4548	1	1	556.859	427.445	1
25.4883	1	1	553.325	433.949	1
25.5218	1	1	550.725	439.412	1
25.5553	1	1	548.281	445.668	1
25.5888	1	1	546.578	451.927	1
25.6223	1	1	544.853	457.683	1
25.6558	1	1	543.283	462.47	1
25.6893	1	1	542.905	467.189	1
25.7228	1	1	542.353	472.84	1
25.7563	1	1	541.195	477.579	1
25.7898	1	1	539.733	482.312	1
25.8233	1	1	538.372	486.908	1
25.8568	1	1	536.951	491.532	1
25.8903	1	1	534.944	496.266	1
25.9238	1	1	531.208	501.219	1
25.9572	1	1	529.402	504.755	1
25.9907	1	1	529.363	506.175	1
26.0242	1	1	530.011	507.265	1
26.0577	1	1	530.749	508.66	1
26.0912	1	1	530.824	510.389	1
26.1247	1	1	530.175	512.189	1
26.1582	1	1	529.528	513.559	1
26.1917	1	1	528.909	514.946	1
26.2252	1	1	528.211	515.426	1
26.2587	1	1	526.914	516.267	1
26.2922	1	1	526.696	516.615	1
26.3257	1	1	527.012	516.924	1
26.3592	1	1	527.605	516.761	1
26.3927	1	1	527.752	516.611	1
26.4262	1	1	528.157	515.739	1
26.4596	1	1	528.56	514.641	1
26.4931	1	1	529.196	514.365	1
26.5266	1	1	529.052	514.185	1
26.5601	1	1	529.646	513.079	1
26.5936	1	1	529.953	511.891	1
26.6271	1	1	529.901	510.556	1
26.6606	1	1	529.591	509.16	1
26.6941	1	1	529.411	508.316	1
26.7276	1	1	530.051	506.248	1
26.7611	1	1	530.391	503.861	1
26.7946	1	1	530.88	503.278	1
26.8281	1	1	531.34	502.335	1
26.8616	1	1	531.584	501.647	1
26.8951	1	1	532.412	501.124	1
26.9285	1	1	532.269	499.981	1
26.962	1	1	532.424	498.704	1
26.9955	1	1	532.969	497.231	1
27.029	1	1	533.164	495.857	1
27.0625	1	1	532.937	495.622	1
27.096	1	1	532.672	494.832	1
27.1295	1	1	533.476	493.206	1
27.163	1	1	533.339	491.781	1
27.2635	1	1	534.879	485.509	1
27.297	1	1	535.392	484.623	1
27.3305	1	1	536.038	484.147	1
27.364	1	1	537.465	482.778	1
27.3975	1	1	537.344	482.871	1
27.4309	1	1	538.832	482.204	1
27.4644	1	1	538.498	482.4	1
27.4979	1	1	538.789	482.128	1
27.5314	1	1	539.331	481.9	1
27.5649	1	1	538.821	482.537	1
27.5984	1	1	538.112	482.591	1
27.6319	1	1	536.287	482.793	1
27.6654	1	1	535.368	487.458	1
27.6989	1	1	535.921	488.84	1
27.7324	1	1	535.016	490.037	1
27.7659	1	1	533.707	491.911	1
27.7994	1	1	534.754	491.223	1
27.8329	1	1	534.979	491.679	1
27.8664	1	1	536.557	490.67	1
27.8999	1	1	538.664	490.305	1
27.9333	1	1	540.103	489.826	1
27.9668	1	1	540.841	490.049	1
28.0003	1	1	541.222	491.024	1
28.0338	1	1	541.788	492.063	1
28.0673	1	1	542.058	494.26	1
28.1008	1	1	542.952	495.894	1
28.1343	1	1	542.459	499.758	1
28.1678	1	1	540.546	504.352	1
28.2013	1	1	538.825	508.438	1
28.2348	1	1	535.18	514.222	1
28.2683	1	1	533.21	519.224	1
28.3018	1	1	532.3	522.391	1
28.3353	1	1	532.154	524.459	1
28.3688	1	1	531.943	526.118	1
28.4023	1	1	532.531	526.19	1
28.4357	1	1	532.394	527.282	1
28.4692	1	1	531.865	530.753	1
28.5027	1	1	530.377	533.978	1
28.5362	1	1	528.589	536.459	1
28.5697	1	1	527.394	538.671	1
28.6032	1	1	526.946	540.285	1
28.6367	1	1	526.146	542.197	1
28.6702	1	1	526.289	543.425	1
28.7037	1	1	525.709	545.453	1
28.7372	1	1	525.294	546.306	1
28.7707	1	1	525.073	546.798	1
28.8042	1	1	525.049	547.375	1
28.8377	1	1	524.949	548.064	1
28.8712	1	1	524.95	548.748	1
28.9046	1	1	524.509	550.753	1
28.9381	1	1	524.375	552.916	1
28.9716	1	1	524.019	555.059	1
29.0051	1	1	523.018	558.769	1
29.0386	1	1	522.492	562.704	1
29.0721	1	1	521.911	565.252	1
29.1056	1	1	521.455	567.12	1
29.1391	1	1	521.589	567.669	1
29.1726	1	1	522.386	567.55	1
29.2061	1	1	522.193	567.928	1
29.2396	1	1	522.005	568.385	1
29.2731	1	1	521.642	568.741	1
29.3066	1	1	522.019	569.473	1
29.3401	1	1	522.031	570.604	1
29.3736	1	1	521.897	571.341	1
29.407	1	1	521.402	571.837	1
29.4405	1	1	521.588	572.318	1
29.474	1	1	521.719	572.494	1
29.5075	1	1	521.088	571.765	1
29.541	1	1	521.238	573.291	1
29.5745	1	1	521.62	573.442	1
29.608	1	1	521.104	572.661	1
29.6415	1	1	521.084	572.447	1
29.675	1	1	521.287	572.458	1
29.7085	1	1	521.592	573.71	1
29.742	1	1	521.652	574.687	1
29.7755	1	1	521.627	575.796	1
29.809	1	1	521.568	575.004	1
29.8425	1	1	521.842	575.255	1
29.876	1	1	521.939	575.552	1
29.9094	1	1	521.246	574.323	1
29.9429	1	1	520.964	574.393	1
29.9764	1	1	520.177	574.6	1
30.0099	1	1	520.03	574.156	1
30.0434	1	1	520.55	575.808	1
30.0769	1	1	520.499	575.368	1
30.1104	1	1	520.774	576.935	1
30.1439	1	1	520.661	576.673	1
30.1774	1	1	521.471	577.803	1
30.2109	1	1	520.978	577.253	1
30.2444	1	1	521.031	576.842	1
30.2779	1	1	521.268	576.757	1
30.3114	1	1	521.147	575.491	1
30.3449	1	1	521.449	575.232	1
30.3784	1	1	521.63	575.128	1
30.4118	1	1	521.731	574.335	1
30.4453	1	1	522.045	575.035	1
30.4788	1	1	521.953	573.958	1
30.5123	1	1	522.119	573.232	1
30.5458	1	1	521.777	571.921	1
30.5793	1	1	522.187	571.224	1
30.6128	1	1	522.286	570.024	1
30.6463	1	1	522.309	570.161	1
30.6798	1	1	522.38	569.685	1
30.7133	1	1	522.469	568.573	1
30.7468	1	1	522.611	568.158	1
30.7803	1	1	522.689	568.855	1
30.8138	1	1	522.574	567.729	1
30.8473	1	1	522.83	567.956	1
30.8807	1	1	523.043	566.858	1
30.9142	1	1	523.975	564.795	1
30.9477	1	1	525.65	559.881	1
30.9812	1	1	526.707	554.593	1
31.0147	1	1	527.798	552.246	1
31.0482	1	1	528.712	551.073	1
31.1487	1	1	532.776	549.095	1
31.1822	1	1	528.666	550.337	1
31.2157	1	1	528.237	551.873	1
31.2492	1	1	527.436	554.158	1
31.2827	1	1	526.826	556.161	1
31.3162	1	1	526.565	559.544	1
31.3497	1	1	525.874	562.731	1
31.3831	1	1	525.23	565.707	1
31.4166	1	1	525.011	569.153	1
31.4501	1	1	524.598	569.389	1
31.4836	1	1	524.941	570.554	1
31.5171	1	1	524.847	570.678	1
31.5506	1	1	524.771	570.615	1
31.5841	1	1	524.965	572.491	1
31.6176	1	1	524.916	573.902	1
31.6511	1	1	524.458	575.489	1
31.6846	1	1	524.588	576.519	1
31.7181	1	1	524.76	576.634	1
31.7516	1	1	525.553	576.635	1
31.7851	1	1	525.513	576.124	1
31.8186	1	1	525.178	575.247	1
31.8521	1	1	525.381	574.438	1
31.8855	1	1	525.239	574.324	1
31.919	1	1	525.57	573.354	1
31.9525	1	1	525.2	574.212	1
31.986	1	1	525.312	575.755	1
32.0195	1	1	525.058	576.409	1
32.053	1	1	525.729	576.518	1
32.0865	1	1	525.927	576.518	1
32.12	1	1	526.539	576.893	1
32.1535	1	1	526.757	577.086	1
32.187	1	1	526.864	576.95	1
32.2205	1	1	527.697	575.992	1
32.254	1	1	528.043	576.316	1
32.2875	1	1	528.233	576.974	1
32.321	1	1	528.885	576.727	1
32.3545	1	1	529.294	577.272	1
32.3879	1	1	530.181	577.152	1
32.4214	1	1	531.036	576.4	1
32.4549	1	1	530.284	576.814	1
32.4884	1	1	530.543	577.463	1
32.5219	1	1	530.574	577.487	0
32.5554	1	1	529.891	576.555	1
32.5889	1	1	530.215	577.407	1
32.6224	1	1	530.423	577.432	1
32.6559	1	1	530.427	578.152	1
32.6894	1	1	530.062	577.172	1
32.7229	1	1	529.902	578.144	1
32.7564	1	1	529.755	579.271	1
32.7899	1	1	529.811	579.122	1
32.8234	1	1	530.118	578.399	1
32.8568	1	1	529.536	578.768	1
32.8903	1	1	529.753	578.412	1
32.9238	1	1	530.295	577.914	1
33.0243	1	1	530.226	578.3	1
33.0578	1	1	529.551	578.111	1
33.0913	1	1	535.801	574.35	1
33.1248	1	1	528.987	575.919	1
33.1583	1	1	528.19	572.063	1
33.1918	1	1	527.595	566.995	1
33.2253	1	1	527.677	559.795	1
33.2588	1	1	528.271	553.611	1
33.2923	1	1	529.105	548.829	1
33.3258	1	1	529.032	544.177	1
33.3592	1	1	530.022	541.487	1
33.3927	1	1	530.185	539.972	1
33.4262	1	1	529.521	539.081	1
33.4597	1	1	529.27	538.763	1
33.4932	1	1	528.417	539.1	1
33.5267	1	1	527.918	540.19	1
33.5602	1	1	528.437	539.291	1
33.5937	1	1	530.125	537.981	1
33.6272	1	1	531.894	536.431	1
33.6607	1	1	531.369	535.054	1
33.6942	1	1	529.831	534.216	1
33.7277	1	1	529.004	533.563	1
33.7612	1	1	528.793	531.854	1
33.7947	1	1	528.218	531.603	1
33.8282	1	1	527.867	532.176	1
33.8616	1	1	527.498	532.604	1
33.8951	1	1	527.352	533.731	1
33.9286	1	1	527.457	533.204	1
33.9621	1	1	527.574	532.085	1
33.9956	1	1	528.668	532.864	1
34.0291	1	1	529.272	532.403	1
34.0626	1	1	530.254	533.595	1
34.0961	1	1	532.793	533.791	1
34.1296	1	1	531.717	534.366	1
34.1631	1	1	532.745	535.299	1
34.1966	1	1	534.149	536.806	1
34.2301	1	1	537.493	537.791	1
34.2636	1	1	542.39	535.325	1
34.2971	1	1	544.964	535.162	1
34.3306	1	1	548.451	533.678	1
34.364	1	1	551.196	533.728	1
34.3975	1	1	552.714	534.255	1
34.431	1	1	553.943	533.284	1
34.4645	1	1	555.041	532.508	1
34.498	1	1	554.43	532.403	1
34.5315	1	1	553.433	531.728	1
34.565	1	1	552.895	530.61	1
34.5985	1	1	551.599	529.311	1
34.632	1	1	549.787	527.815	1
34.6655	1	1	547.271	525.982	1
34.699	1	1	547.361	525.271	1
34.7325	1	1	546.066	523.353	1
34.766	1	1	543.638	524.014	1
34.7995	1	1	544.14	523.348	1
34.833	1	1	544.767	521.663	1
34.8664	1	1	544.733	521.956	1
34.8999	1	1	544.878	522.693	1
34.9334	1	1	546.324	521.982	1
34.9669	1	1	547.094	522.787	1
35.0004	1	1	547.517	522.211	1
35.0339	1	1	548.395	521.202	1
35.0674	1	1	547.355	519.249	1
35.1009	1	1	546.779	517.701	1
35.1344	1	1	546.141	516.143	1
35.1679	1	1	545.8	515.874	1
35.2014	1	1	545.708	515.74	1
35.2349	1	1	545.006	514.992	1
35.2684	1	1	544.867	515.115	1
35.3019	1	1	545.169	515.475	1
35.3353	1	1	545.909	515.16	1
35.3688	1	1	545.338	514.425	1
35.4023	1	1	545.061	513.542	1
35.4358	1	1	545.153	513.065	1
35.4693	1	1	545.183	511.845	1
35.5028	1	1	545.046	510.648	1
35.5363	1	1	544.74	509.371	1
35.5698	1	1	544.454	508.135	1
35.6033	1	1	544.211	506.375	1
35.6368	1	1	543.281	504.401	1
35.6703	1	1	543.333	502.011	1
35.7038	1	1	543.552	500.645	1
35.7373	1	1	543.462	498.973	1
35.7708	1	1	543.36	497.448	1
35.8043	1	1	543.69	496.428	1
35.8377	1	1	543.16	494.887	1
35.8712	1	1	542.781	494.753	1
35.9047	1	1	542.101	495.36	1
35.9382	1	1	542.036	497.355	1
35.9717	1	1	542.764	498.805	1
36.0052	1	1	544.424	501.243	1
36.0387	1	1	545.268	504.322	1
36.0722	1	1	547.097	507.526	1
36.1057	1	1	548.525	509.786	1
36.1392	1	1	547.796	512.327	1
36.1727	1	1	549.512	514.649	1
36.2062	1	1	549.193	515.029	1
36.2397	1	1	550.589	514.259	1
36.2732	1	1	549.763	513.711	1
36.3067	1	1	548.659	513.117	1
36.3401	1	1	545.508	511.506	1
36.3736	1	1	545.762	513.421	1
36.4071	1	1	547.502	514.121	1
36.4406	1	1	548.681	516.306	1
36.4741	1	1	551.554	520.081	1
36.5076	1	1	554.885	523.615	1
36.5411	1	1	556.974	526.559	1
36.5746	1	1	559.22	530.183	1
36.6081	1	1	559.557	532.269	1
36.6416	1	1	558.95	531.93	1
36.6751	1	1	559.926	531.839	1
36.7086	1	1	561.21	531.976	1
36.7421	1	1	561.777	531.408	1
36.7756	1	1	562.203	531.98	1
36.8091	1	1	562.467	532.084	1
36.8425	1	1	563.313	532.947	1
36.876	1	1	564.081	533.948	1
36.9095	1	1	565.337	535.076	1
36.943	1	1	565.843	535.705	1
36.9765	1	1	567.045	536.532	1
37.01	1	1	567.849	536.483	1
37.0435	1	1	570.252	536.376	1
37.077	1	1	572.018	537.723	1
