358	1	1	91.9408	208.776	1
359	1	1	93.065	210.896	1
360	1	1	94.5845	212.313	1
361	1	1	94.6007	212.798	1
362	1	1	93.5196	211.613	1
363	1	1	93.0443	210.947	1
364	1	1	93.059	211.482	1
365	1	1	91.7568	212.046	1
366	1	1	89.9481	213.326	1
367	1	1	88.5417	213.972	1
368	1	1	87.5864	214.229	1
369	1	1	85.9656	215.116	1
370	1	1	82.801	215.813	1
371	1	1	79.8584	217.489	1
372	1	1	77.0985	219.116	1
373	1	1	74.2874	220.979	1
374	1	1	72.1368	222.351	1
375	1	1	69.1619	222.73	1
376	1	1	66.3724	223.337	1
377	1	1	64.3817	224.128	1
378	1	1	62.417	224.657	1
379	1	1	61.5676	223.623	1
380	1	1	62.0668	222.901	1
381	1	1	63.4958	222.27	1
382	1	1	68.4654	221.056	1
383	1	1	72.9471	220.092	1
384	1	1	76.8373	220.596	1
385	1	1	77.9623	221.973	1
386	1	1	77.5562	223.852	1
387	1	1	77.0965	226.414	1
388	1	1	75.713	229.791	1
389	1	1	72.2752	235.011	1
390	1	1	68.9981	241.566	1
391	1	1	66.9115	246.374	1
392	1	1	64.7154	248.739	1
393	1	1	63.3965	251.534	1
394	1	1	62.7036	253.847	1
395	1	1	60.1509	256.368	1
396	1	1	56.1492	259.011	1
397	1	1	54.6398	261.077	1
398	1	1	53.3277	264.113	1
399	1	1	50.8594	268.604	1
400	1	1	48.837	272.355	1
401	1	1	46.7629	275.198	1
402	1	1	45.4817	277.546	1
403	1	1	44.8823	279.391	1
404	1	1	45.0124	280.01	1
405	1	1	44.8935	280.892	1
406	1	1	45.1521	281.225	1
407	1	1	45.3486	282.484	1
408	1	1	45.7478	282.053	1
409	1	1	45.3629	282.826	1
410	1	1	44.1993	284.996	1
411	1	1	44.2543	287.468	1
412	1	1	44.724	291.791	1
413	1	1	45.1047	297.947	1
414	1	1	44.812	304.259	1
415	1	1	45.1776	306.373	1
416	1	1	45.498	310.611	1
417	1	1	45.7331	315.121	1
418	1	1	46.082	319.794	1
419	1	1	47.3602	322.236	1
420	1	1	47.7734	324.912	1
421	1	1	47.8546	329.325	1
422	1	1	47.9431	332.692	1
423	1	1	48.3466	334.388	1
424	1	1	48.4783	334.198	1
425	1	1	48.2052	334.284	1
426	1	1	48.1448	332.858	1
427	1	1	47.8023	331.339	1
428	1	1	47.3784	330.195	1
429	1	1	46.9763	328.908	1
430	1	1	46.4316	327.141	1
431	1	1	46.0254	324.271	1
432	1	1	46.0659	319.583	1
433	1	1	46.2803	313.353	1
434	1	1	47.3977	307.858	1
435	1	1	49.4016	305.034	1
436	1	1	51.428	303.817	1
437	1	1	53.1334	303.643	1
438	1	1	55.6911	304.83	1
439	1	1	58.9284	306.596	1
440	1	1	62.9739	308.587	1
441	1	1	66.9736	310.483	1
442	1	1	70.1891	311.93	1
443	1	1	72.2916	312.717	1
444	1	1	74.1589	313.863	1
445	1	1	77.0673	316.072	1
446	1	1	78.6958	318.735	1
447	1	1	79.5372	320.9	1
