Time (sec)	Arena	Track	Current Speed (mm/sec)	
17.4835	2	1	91.178
17.517	2	1	109.119
17.5504	2	1	124.127
17.5839	2	1	128.244
17.6174	2	1	126.291
17.6509	2	1	123.779
17.6844	2	1	118.422
17.7179	2	1	112.38
17.7514	2	1	112.637
17.7849	2	1	114.914
17.8184	2	1	116.799
17.8519	2	1	115.404
17.8854	2	1	105.956
17.9189	2	1	98.7426
17.9524	2	1	93.8586
17.9859	2	1	92.8115
18.0194	2	1	87.4184
18.0528	2	1	82.6156
18.0863	2	1	81.2041
18.1198	2	1	75.8331
18.1533	2	1	67.3832
18.1868	2	1	50.3165
18.2203	2	1	26.545
18.2538	2	1	14.0004
18.2873	2	1	19.3848
18.3208	2	1	29.821
18.3543	2	1	40.694
18.3878	2	1	45.4188
18.4213	2	1	49.7665
18.4548	2	1	45.9542
18.4883	2	1	45.3253
18.5218	2	1	43.5586
18.5552	2	1	42.195
18.5887	2	1	35.5794
18.6222	2	1	35.5697
18.6557	2	1	49.7758
18.6892	2	1	65.8888
18.7227	2	1	85.2451
18.7562	2	1	117.471
18.7897	2	1	126.163
18.8232	2	1	127.702
18.8567	2	1	135.434
18.8902	2	1	143.193
18.9237	2	1	149.743
18.9572	2	1	154.36
18.9907	2	1	161.141
19.0241	2	1	169.492
19.0576	2	1	164.781
19.0911	2	1	156.793
19.1246	2	1	151.808
19.1581	2	1	133.236
19.1916	2	1	132.326
19.2251	2	1	143.793
19.2586	2	1	143.144
19.2921	2	1	135.629
19.3256	2	1	128.46
19.3591	2	1	128.928
19.3926	2	1	127.19
19.4261	2	1	114.356
19.4596	2	1	112.52
19.4931	2	1	116.347
19.5265	2	1	115.426
19.56	2	1	114.983
19.5935	2	1	115.717
19.627	2	1	114.436
19.6605	2	1	109.724
19.694	2	1	108.204
19.7275	2	1	104.289
19.761	2	1	93.9938
19.7945	2	1	84.7353
19.828	2	1	81.3642
19.8615	2	1	75.4113
19.895	2	1	70.3976
19.9285	2	1	69.4201
19.962	2	1	77.309
19.9955	2	1	83.7331
20.0289	2	1	82.3721
20.0624	2	1	84.7703
20.0959	2	1	86.5971
20.1294	2	1	90.1337
20.1629	2	1	88.5342
20.1964	2	1	86.8305
20.2299	2	1	84.2007
20.2634	2	1	84.2035
20.2969	2	1	80.9998
20.3304	2	1	75.9396
20.3639	2	1	65.0062
20.3974	2	1	55.569
20.4309	2	1	52.8945
20.4644	2	1	48.9332
20.4979	2	1	43.1945
20.5313	2	1	36.7973
20.5648	2	1	33.3011
20.5983	2	1	28.3341
20.6318	2	1	25.194
20.6653	2	1	19.4719
20.6988	2	1	15.0662
20.7323	2	1	27.8064
20.7658	2	1	45.3317
20.7993	2	1	69.4751
20.8328	2	1	95.9042
20.8663	2	1	119.14
20.8998	2	1	128.084
20.9333	2	1	134.333
20.9668	2	1	144.402
21.0002	2	1	148.825
21.0337	2	1	152.981
21.0672	2	1	155.641
21.1007	2	1	150.062
21.1342	2	1	138.263
21.1677	2	1	126.989
21.2012	2	1	111.838
21.2347	2	1	101.864
21.2682	2	1	98.1348
21.3017	2	1	106.891
21.3352	2	1	118.186
21.3687	2	1	128.473
21.4022	2	1	142.496
21.4357	2	1	155.19
21.4692	2	1	162.23
21.5026	2	1	171.54
21.5361	2	1	180.528
21.5696	2	1	187.271
21.6031	2	1	191.244
21.6366	2	1	190.796
21.6701	2	1	187.304
21.7036	2	1	184.975
21.7371	2	1	185.374
21.7706	2	1	187.393
21.8041	2	1	187.488
21.8376	2	1	186.707
21.8711	2	1	190.264
21.9046	2	1	190.312
21.9381	2	1	184.494
21.9716	2	1	181.941
22.005	2	1	181.42
22.0385	2	1	182.728
22.072	2	1	187.861
22.1055	2	1	196.903
22.139	2	1	198.248
22.1725	2	1	202.871
22.206	2	1	206.669
22.2395	2	1	205.409
22.273	2	1	201.048
22.3065	2	1	194.79
22.34	2	1	192.631
22.3735	2	1	184.705
22.407	2	1	174.286
22.4405	2	1	164.147
22.474	2	1	153.934
22.5074	2	1	137.713
22.5409	2	1	128.719
22.5744	2	1	110.922
22.6079	2	1	92.4157
22.6414	2	1	80.6693
22.6749	2	1	72.1272
22.7084	2	1	68.4927
22.7419	2	1	67.9353
22.7754	2	1	68.1596
22.8089	2	1	65.5908
22.8424	2	1	62.4872
22.8759	2	1	61.0784
22.9094	2	1	63.0681
22.9429	2	1	65.1075
22.9763	2	1	77.0554
23.0098	2	1	91.4083
23.0433	2	1	104.171
23.0768	2	1	112.277
23.1103	2	1	120.421
23.1438	2	1	124.506
23.1773	2	1	128.574
23.2108	2	1	131.103
23.2443	2	1	128.246
23.2778	2	1	127.775
23.3113	2	1	132.129
23.3448	2	1	137.926
23.3783	2	1	138.622
23.4118	2	1	139.663
23.4453	2	1	136.004
23.4787	2	1	127.752
23.5122	2	1	117.991
23.5457	2	1	115.126
23.5792	2	1	114.199
23.6127	2	1	117.805
23.6462	2	1	126.309
23.6797	2	1	129.696
23.7132	2	1	141.878
23.7467	2	1	146.053
23.7802	2	1	152.817
23.8137	2	1	152.5
23.8472	2	1	158.469
23.8807	2	1	169.717
23.9142	2	1	169.618
23.9477	2	1	163.628
23.9811	2	1	159.809
24.0146	2	1	140.886
24.0481	2	1	121.067
24.0816	2	1	115.741
24.1151	2	1	94.4654
24.1486	2	1	81.8707
24.1821	2	1	59.7993
24.2156	2	1	40.6032
24.2491	2	1	27.0509
24.2826	2	1	23.5622
24.3161	2	1	24.1101
24.3496	2	1	23.0222
24.3831	2	1	21.1481
24.4166	2	1	25.9862
24.4501	2	1	30.97
24.4835	2	1	28.9189
24.517	2	1	31.8127
24.5505	2	1	26.314
24.584	2	1	33.1063
24.6175	2	1	36.3939
24.651	2	1	29.4414
24.6845	2	1	30.8832
24.718	2	1	24.0758
24.7515	2	1	24.4361
24.785	2	1	20.2944
24.8185	2	1	26.3794
24.852	2	1	54.8936
24.8855	2	1	52.1285
24.919	2	1	64.5103
24.9524	2	1	70.817
24.9859	2	1	67.2518
25.0194	2	1	69.1886
25.0529	2	1	73.0435
25.0864	2	1	62.8033
25.1199	2	1	64.8611
25.1534	2	1	64.1371
25.1869	2	1	63.5206
25.2204	2	1	59.3651
25.2539	2	1	37.8601
25.2874	2	1	35.1843
25.3209	2	1	20.5236
25.3544	2	1	15.5259
25.3879	2	1	14.3266
25.4214	2	1	14.112
25.4548	2	1	17.8581
25.4883	2	1	16.1552
25.5218	2	1	18.43
25.5553	2	1	23.6944
25.5888	2	1	26.0864
25.6223	2	1	29.9453
25.6558	2	1	37.9892
25.6893	2	1	45.6799
25.7228	2	1	54.1064
25.7563	2	1	61.9498
25.7898	2	1	73.6856
25.8233	2	1	77.6283
25.8568	2	1	83.4823
25.8903	2	1	90.603
25.9238	2	1	86.3416
25.9572	2	1	84.7539
25.9907	2	1	83.7816
26.0242	2	1	84.5537
26.0577	2	1	82.8876
26.0912	2	1	89.4022
26.1247	2	1	97.0202
26.1582	2	1	101.873
26.1917	2	1	100.179
26.2922	2	1	96.9539
26.3257	2	1	95.7785
26.3592	2	1	96.0048
26.3927	2	1	96.8513
26.4262	2	1	99.1862
26.4596	2	1	102.623
26.4931	2	1	112.257
26.5266	2	1	107.388
26.5601	2	1	101.257
26.5936	2	1	92.9454
26.6271	2	1	90.4282
26.6606	2	1	97.0583
26.6941	2	1	108.266
26.7276	2	1	103.866
26.7611	2	1	103.975
26.7946	2	1	101.127
26.8281	2	1	91.7734
26.8616	2	1	87.3215
26.8951	2	1	73.7155
26.9285	2	1	75.3938
26.962	2	1	69.9378
26.9955	2	1	63.225
27.029	2	1	52.4738
27.0625	2	1	39.225
27.096	2	1	21.2899
27.1295	2	1	20.8224
27.163	2	1	13.5934
27.1965	2	1	5.85054
27.23	2	1	0
27.2635	2	1	14.2406
27.297	2	1	22.5401
27.3305	2	1	36.8386
27.364	2	1	50.7002
27.3975	2	1	66.2571
27.4309	2	1	78.2208
27.4644	2	1	87.6868
27.4979	2	1	93.8811
27.5314	2	1	101.611
27.5649	2	1	103.246
27.5984	2	1	101.971
27.6319	2	1	100.141
27.6654	2	1	91.2478
27.6989	2	1	81.9973
27.7324	2	1	73.6704
27.7659	2	1	69.1791
27.7994	2	1	62.779
27.8329	2	1	59.0869
27.8664	2	1	61.6562
27.8999	2	1	64.8005
27.9333	2	1	69.5451
27.9668	2	1	70.9364
28.0003	2	1	71.2637
28.0338	2	1	70.5266
28.0673	2	1	68.1522
28.1008	2	1	65.4935
28.1343	2	1	63.3456
28.1678	2	1	65.3279
28.2013	2	1	76.8785
28.2348	2	1	79.084
28.2683	2	1	83.5192
28.3018	2	1	93.1009
28.3353	2	1	99.8459
28.3688	2	1	107.032
28.4023	2	1	113.764
28.4357	2	1	120.889
28.4692	2	1	123.324
28.5027	2	1	127.114
28.5362	2	1	124.983
28.5697	2	1	123.271
28.6032	2	1	115.844
28.6367	2	1	110.746
28.6702	2	1	99.1249
28.7037	2	1	81.5806
28.7372	2	1	70.8448
28.7707	2	1	65.0745
28.8042	2	1	56.5628
28.8377	2	1	44.4936
28.8712	2	1	35.886
28.9046	2	1	26.4115
28.9381	2	1	19.8732
28.9716	2	1	14.1614
29.0051	2	1	2.96866
29.0386	2	1	1.27502
29.0721	2	1	3.21327
29.1056	2	1	8.84349
29.1391	2	1	5.83193
29.1726	2	1	2.79112
29.2061	2	1	4.73219
29.2396	2	1	4.59314
29.2731	2	1	8.44734
29.3066	2	1	14.4453
29.3401	2	1	11.5869
29.3736	2	1	9.10382
29.407	2	1	9.36216
29.4405	2	1	18.3316
29.474	2	1	15.4165
29.5075	2	1	14.4926
29.541	2	1	17.7459
29.5745	2	1	17.8527
29.608	2	1	11.9248
29.6415	2	1	15.7458
29.675	2	1	11.8198
29.7085	2	1	10.4115
29.742	2	1	18.0959
29.7755	2	1	19.5824
29.809	2	1	23.3798
29.8425	2	1	18.0863
29.876	2	1	24.1328
29.9094	2	1	23.0861
29.9429	2	1	26.6689
29.9764	2	1	25.9939
30.0099	2	1	28.5467
30.0434	2	1	26.9955
30.0769	2	1	22.0679
30.1104	2	1	11.5727
30.1439	2	1	14.1956
30.1774	2	1	18.2155
30.2109	2	1	10.158
30.2444	2	1	16.4901
30.2779	2	1	20.3777
30.3114	2	1	19.6996
30.3449	2	1	24.1216
30.3784	2	1	28.3444
30.4788	2	1	30.118
30.5123	2	1	32.9206
30.5458	2	1	35.5376
30.5793	2	1	32.8348
30.6128	2	1	18.1011
30.6463	2	1	15.5975
30.6798	2	1	34.724
30.7133	2	1	34.6
30.7468	2	1	37.8024
30.7803	2	1	32.6876
30.8138	2	1	30.6111
30.8473	2	1	30.2166
30.8807	2	1	29.3437
30.9142	2	1	27.2707
30.9477	2	1	27.0385
30.9812	2	1	25.9675
31.0147	2	1	28.1208
31.0482	2	1	25.1724
31.0817	2	1	20.4793
31.1152	2	1	16.7515
31.1487	2	1	10.8294
31.1822	2	1	8.20363
31.2157	2	1	2.71439
31.2492	2	1	9.80134
31.2827	2	1	18.1566
31.3162	2	1	34.1994
31.3497	2	1	45.7669
31.3831	2	1	51.5105
31.4166	2	1	53.4283
31.4501	2	1	52.8995
31.4836	2	1	49.6159
31.5171	2	1	48.7448
31.5506	2	1	49.8781
31.5841	2	1	44.0859
31.6176	2	1	41.2919
31.6511	2	1	32.5335
31.6846	2	1	26.8955
31.7181	2	1	8.74358
31.7516	2	1	4.48381
31.7851	2	1	0
31.8186	2	1	1.91954
31.8521	2	1	4.43725
31.8855	2	1	1.47355
31.919	2	1	0
31.9525	2	1	1.51198
31.986	2	1	1.92993
32.0195	2	1	2.28324
32.053	2	1	2.14869
32.0865	2	1	0
32.12	2	1	2.91541
32.1535	2	1	0
32.187	2	1	0
32.2205	2	1	1.39805
32.254	2	1	2.67875
32.2875	2	1	3.60585
32.321	2	1	2.86132
32.3545	2	1	4.44997
32.3879	2	1	7.54562
32.4214	2	1	11.3514
32.4549	2	1	0
32.4884	2	1	16.6054
32.5219	2	1	21.5116
32.5554	2	1	21.3297
32.5889	2	1	22.2256
32.6224	2	1	25.8926
32.6559	2	1	27.1913
32.6894	2	1	25.5963
32.7229	2	1	24.6793
32.7564	2	1	25.2399
32.7899	2	1	20.8052
32.8234	2	1	21.3448
32.8568	2	1	28.8085
32.8903	2	1	13.8033
32.9238	2	1	8.40301
32.9573	2	1	8.35279
32.9908	2	1	5.76889
33.0243	2	1	6.04053
33.0578	2	1	19.9711
33.0913	2	1	29.2533
33.1248	2	1	28.2938
33.1583	2	1	37.7721
33.1918	2	1	40.0024
33.2253	2	1	41.5102
33.2588	2	1	47.8705
33.2923	2	1	53.3014
33.3258	2	1	45.9623
33.3592	2	1	41.716
33.3927	2	1	40.4467
33.4262	2	1	40.1859
33.4597	2	1	30.0837
33.4932	2	1	24.7837
33.5267	2	1	29.1773
33.5602	2	1	33.5366
33.5937	2	1	43.1149
33.6272	2	1	55.9132
33.6607	2	1	60.3706
33.6942	2	1	67.3235
33.7277	2	1	68.5077
33.7612	2	1	67.5875
33.7947	2	1	66.4215
33.8282	2	1	61.3753
33.8616	2	1	48.4035
33.8951	2	1	43.2924
33.9286	2	1	40.6779
33.9621	2	1	29.6775
33.9956	2	1	21.4076
34.0291	2	1	12.9821
34.0626	2	1	9.0518
34.0961	2	1	10.0084
34.1296	2	1	12.6099
34.1631	2	1	13.9935
34.1966	2	1	15.5385
34.2301	2	1	21.4222
34.2636	2	1	38.3028
34.2971	2	1	47.0224
34.3306	2	1	50.9945
34.364	2	1	64.2423
34.3975	2	1	72.2124
34.431	2	1	75.9576
34.4645	2	1	83.2341
34.498	2	1	85.3639
34.5315	2	1	80.3176
34.565	2	1	74.3631
34.5985	2	1	68.2673
34.632	2	1	65.0446
34.6655	2	1	55.8215
34.699	2	1	46.1188
34.7325	2	1	37.6116
34.766	2	1	24.1994
34.7995	2	1	14.1886
34.833	2	1	13.9584
34.8664	2	1	25.1615
34.8999	2	1	31.0996
34.9334	2	1	39.1618
34.9669	2	1	49.9238
35.0004	2	1	60.1305
35.0339	2	1	68.5877
35.0674	2	1	74.9821
35.1009	2	1	81.9173
35.1344	2	1	82.123
35.1679	2	1	81.1001
35.2014	2	1	75.6245
35.2349	2	1	70.1601
35.2684	2	1	61.599
35.3019	2	1	62.0711
35.3353	2	1	61.7664
35.3688	2	1	60.9948
35.4023	2	1	63.6595
35.4358	2	1	62.1769
35.4693	2	1	61.5589
35.5028	2	1	57.6123
35.5363	2	1	58.6939
35.5698	2	1	64.9189
35.6033	2	1	73.2979
35.6368	2	1	71.5762
35.6703	2	1	63.7413
35.7038	2	1	59.9002
35.7373	2	1	61.6282
35.7708	2	1	45.3324
35.8043	2	1	41.2301
35.8377	2	1	35.9565
35.8712	2	1	29.2991
35.9047	2	1	25.2048
35.9382	2	1	25.2989
35.9717	2	1	28.2707
36.0052	2	1	33.7697
36.0387	2	1	40.3795
36.0722	2	1	46.0391
36.1057	2	1	54.5276
36.1392	2	1	58.5327
36.1727	2	1	68.3373
36.2062	2	1	73.1182
36.2397	2	1	70.1427
36.2732	2	1	68.0177
36.3067	2	1	63.7873
36.3401	2	1	57.8319
36.3736	2	1	57.2873
36.4071	2	1	66.4156
36.4406	2	1	62.1691
36.4741	2	1	49.2293
36.5076	2	1	60.5702
36.5411	2	1	62.1646
36.5746	2	1	48.1441
36.6081	2	1	48.0187
36.6416	2	1	63.314
36.6751	2	1	73.559
36.7086	2	1	99.6525
36.7421	2	1	117.298
36.7756	2	1	111.704
36.8091	2	1	92.6655
36.8425	2	1	167.238
36.876	2	1	166.728
36.9095	2	1	165.678
36.943	2	1	164.694
36.9765	2	1	163.479
37.01	2	1	163.462
38.8521	2	1	161.088
38.8856	2	1	159.077
38.9191	2	1	154.229
38.9526	2	1	151.089
38.9861	2	1	151.36
39.0196	2	1	153.374
39.0531	2	1	40.5147
39.0866	2	1	43.087
39.1201	2	1	46.2293
39.1536	2	1	45.4609
39.1871	2	1	46.336
39.2206	2	1	46.3145
39.2541	2	1	47.3518
39.2875	2	1	48.0117
39.321	2	1	49.9724
39.3545	2	1	51.5631
39.388	2	1	56.2671
39.4215	2	1	58.7767
39.455	2	1	58.4351
39.4885	2	1	55.9201
39.522	2	1	50.0605
39.5555	2	1	45.436
39.589	2	1	40.8095
39.6225	2	1	38.9893
39.656	2	1	41.5877
39.6895	2	1	45.5846
39.723	2	1	50.0207
39.7565	2	1	52.0875
39.7899	2	1	48.04
39.8234	2	1	50.3138
39.8569	2	1	56.8598
39.8904	2	1	72.0565
39.9239	2	1	96.1424
39.9574	2	1	111.983
39.9909	2	1	128.381
40.0244	2	1	141.882
40.0579	2	1	148.797
40.0914	2	1	149.2
40.1249	2	1	142.448
40.1584	2	1	145.063
40.1919	2	1	157.921
40.2254	2	1	166.698
40.2589	2	1	175.645
40.2923	2	1	176.505
40.3258	2	1	167.357
40.3593	2	1	164.99
40.3928	2	1	157.304
40.4263	2	1	150.288
40.4598	2	1	150.776
40.4933	2	1	158.268
40.5268	2	1	168.557
40.5603	2	1	170.208
40.5938	2	1	163.465
40.6273	2	1	158.638
40.6608	2	1	153.759
40.6943	2	1	148.484
40.7278	2	1	148.835
40.7612	2	1	147.884
40.7947	2	1	151.882
40.8282	2	1	154.209
40.8617	2	1	157.22
40.8952	2	1	156.334
40.9287	2	1	159.322
40.9622	2	1	164.659
40.9957	2	1	167.5
41.0292	2	1	168.525
41.0627	2	1	170.158
41.0962	2	1	179.484
41.1297	2	1	184.606
41.1632	2	1	184.574
41.1967	2	1	186.978
41.2302	2	1	189.556
41.2636	2	1	183.152
41.2971	2	1	180.473
41.3306	2	1	178.864
41.3641	2	1	177.646
41.3976	2	1	180.654
41.4311	2	1	183.073
41.4646	2	1	183.242
41.4981	2	1	180.674
41.5316	2	1	183.4
41.5651	2	1	188.279
41.5986	2	1	188.719
41.6321	2	1	183.201
41.6656	2	1	172.978
41.6991	2	1	161.447
41.7326	2	1	149.805
41.766	2	1	135.585
41.7995	2	1	120.249
41.833	2	1	105.867
41.8665	2	1	92.3895
41.9	2	1	79.372
41.9335	2	1	60.9552
41.967	2	1	46.618
42.0005	2	1	32.1479
42.034	2	1	26.3576
42.0675	2	1	27.8227
42.101	2	1	30.909
42.1345	2	1	36.5947
42.168	2	1	43.4631
42.2015	2	1	41.0668
42.235	2	1	38.4003
42.2684	2	1	39.0191
42.3019	2	1	37.9843
42.3354	2	1	36.0999
42.3689	2	1	34.2691
42.4024	2	1	31.5649
42.4359	2	1	27.8767
42.4694	2	1	25.8829
42.5029	2	1	24.0679
42.5364	2	1	23.915
42.5699	2	1	24.3349
42.6034	2	1	30.2081
42.6369	2	1	35.6117
42.6704	2	1	38.0835
42.7039	2	1	37.1468
42.7374	2	1	36.8841
42.7708	2	1	37.2902
42.8043	2	1	38.4378
42.8378	2	1	40.1468
42.8713	2	1	42.6171
42.9048	2	1	44.5094
42.9383	2	1	40.7154
42.9718	2	1	35.827
43.0053	2	1	34.6964
43.0388	2	1	37.1954
43.0723	2	1	33.6117
43.1058	2	1	30.2968
43.1393	2	1	27.3877
43.1728	2	1	16.554
43.2063	2	1	2.12721
43.2397	2	1	17.3597
43.2732	2	1	33.9468
43.3067	2	1	46.0405
43.3402	2	1	54.451
43.3737	2	1	60.9371
43.4072	2	1	66.374
43.4407	2	1	72.4532
43.4742	2	1	77.3452
43.5077	2	1	80.1531
43.5412	2	1	79.8156
43.5747	2	1	72.8596
43.6082	2	1	61.9039
43.6417	2	1	52.3009
43.6752	2	1	43.3509
43.7087	2	1	37.2704
43.7421	2	1	33.413
43.7756	2	1	31.0992
43.8091	2	1	29.9678
43.8426	2	1	29.0334
43.8761	2	1	28.1263
43.9096	2	1	26.683
43.9431	2	1	23.276
43.9766	2	1	18.7598
44.0101	2	1	14.53
44.0436	2	1	11.4009
44.0771	2	1	9.94497
44.1106	2	1	9.30234
44.1441	2	1	9.08685
44.1776	2	1	16.6224
44.2111	2	1	23.3841
44.2445	2	1	25.7223
44.278	2	1	26.9015
44.3115	2	1	29.1913
44.345	2	1	32.5228
44.3785	2	1	37.5523
44.412	2	1	42.0232
44.4455	2	1	45.219
44.479	2	1	47.412
44.5125	2	1	50.4337
44.546	2	1	53.2702
44.5795	2	1	53.8217
44.613	2	1	52.4547
44.6465	2	1	50.588
44.68	2	1	48.4715
44.7135	2	1	45.7083
44.7469	2	1	41.4389
44.7804	2	1	30.9874
44.8139	2	1	19.1541
44.8474	2	1	11.438
44.8809	2	1	9.32388
44.9144	2	1	10.1814
44.9479	2	1	11.3362
44.9814	2	1	14.6635
45.0149	2	1	18.9253
45.0484	2	1	22.056
45.0819	2	1	27.5291
45.1154	2	1	33.6247
45.1489	2	1	42.2448
45.1824	2	1	48.0309
45.2158	2	1	49.994
45.2493	2	1	57.9811
45.2828	2	1	62.5364
45.3163	2	1	60.4505
45.3498	2	1	61.2775
45.3833	2	1	65.5346
45.4168	2	1	69.4908
45.4503	2	1	71.8464
45.4838	2	1	73.5596
45.5173	2	1	76.7739
45.5508	2	1	83.0969
45.5843	2	1	93.3971
45.6178	2	1	106.472
45.6513	2	1	110.917
45.6848	2	1	110.74
45.7182	2	1	104.68
45.7517	2	1	97.89
45.7852	2	1	86.7337
45.8187	2	1	74.132
45.8522	2	1	64.1217
45.8857	2	1	52.3247
45.9192	2	1	47.3525
45.9527	2	1	38.6392
45.9862	2	1	28.6841
46.0197	2	1	20.7105
46.0532	2	1	13.9097
46.0867	2	1	8.93859
46.1202	2	1	10.4695
46.1537	2	1	11.7542
46.1872	2	1	13.7971
46.2206	2	1	18.1744
46.2541	2	1	21.0754
46.2876	2	1	22.6054
46.3211	2	1	19.4909
46.3546	2	1	19.6138
46.3881	2	1	19.1428
46.4216	2	1	14.441
46.4551	2	1	7.03748
46.4886	2	1	0
46.5221	2	1	5.86556
46.5556	2	1	10.4874
46.5891	2	1	11.6675
46.6226	2	1	12.5979
46.6561	2	1	11.9098
46.6895	2	1	10.8649
46.723	2	1	14.5061
46.7565	2	1	17.3821
46.79	2	1	16.5302
46.8235	2	1	10.4425
46.857	2	1	1.5356
46.8905	2	1	12.0867
46.924	2	1	24.7443
46.9575	2	1	36.3235
46.991	2	1	41.8399
47.0245	2	1	48.8463
47.058	2	1	54.465
47.0915	2	1	58.88
47.125	2	1	64.812
47.1585	2	1	67.3095
47.1919	2	1	65.3005
47.2254	2	1	60.5274
47.2589	2	1	51.6163
47.2924	2	1	37.7061
47.3259	2	1	22.7993
47.3594	2	1	16.5427
47.3929	2	1	20.1123
47.4264	2	1	21.5492
47.4599	2	1	23.2239
47.4934	2	1	28.7781
47.5269	2	1	36.7176
47.5604	2	1	46.476
47.5939	2	1	54.2634
47.6274	2	1	64.147
47.6609	2	1	75.5349
47.6943	2	1	94.0875
47.7278	2	1	116.172
47.7613	2	1	136.644
47.7948	2	1	152.699
47.8283	2	1	163.06
47.8618	2	1	170.986
47.8953	2	1	174.011
47.9288	2	1	173.057
47.9623	2	1	170.491
47.9958	2	1	174.833
48.0293	2	1	178.172
48.0628	2	1	184.755
48.0963	2	1	190.453
48.1298	2	1	191.946
48.1632	2	1	190.067
48.1967	2	1	183.611
48.2302	2	1	181.21
48.2637	2	1	178.976
48.2972	2	1	179.866
48.3307	2	1	180.826
48.3642	2	1	176.701
48.3977	2	1	170.191
48.4312	2	1	162.593
48.4647	2	1	153.644
48.4982	2	1	149.677
48.5317	2	1	148.753
48.5652	2	1	149.531
