366	0	1	125.288	299.639	1
367	0	1	125.289	298.761	1
368	0	1	125.092	297.305	1
369	0	1	124.687	295.011	1
370	0	1	124.113	291.219	1
371	0	1	122.761	286.545	1
372	0	1	121.392	282.411	1
373	0	1	121.337	279.507	1
374	0	1	121.606	275.358	1
375	0	1	120.842	271.383	1
376	0	1	120.432	267.849	1
377	0	1	120.331	264.299	1
378	0	1	119.643	260.993	1
379	0	1	119.277	258.935	1
380	0	1	118.896	257.706	1
381	0	1	118.504	256.019	1
382	0	1	118.392	254.853	1
383	0	1	118.578	254.424	1
384	0	1	118.825	254.477	1
385	0	1	119.061	254.975	1
386	0	1	119.367	255.217	1
387	0	1	119.553	255.452	1
388	0	1	119.779	255.475	1
389	0	1	119.968	255.641	1
390	0	1	120.492	255.961	1
391	0	1	120.473	255.898	1
392	0	1	120.591	256.181	1
393	0	1	120.656	256.204	1
394	0	1	120.657	256.159	1
395	0	1	120.77	256.084	1
396	0	1	120.637	256.1	1
397	0	1	120.5	256.119	1
398	0	1	120.616	256.215	1
399	0	1	120.439	256.052	1
400	0	1	119.363	254.727	1
401	0	1	118.448	253.085	1
402	0	1	117.969	251.688	1
403	0	1	117.735	250.225	1
404	0	1	117.429	249.398	1
405	0	1	117.354	249.027	1
406	0	1	116.937	249.76	1
407	0	1	116.525	250.101	1
408	0	1	116.344	250.611	1
409	0	1	115.977	251.292	1
410	0	1	115.167	252.502	1
411	0	1	114.25	253.813	1
412	0	1	113.272	254.288	1
413	0	1	112.083	254.84	1
414	0	1	111.389	255.63	1
415	0	1	110.381	256.511	1
416	0	1	109.863	256.607	1
417	0	1	108.261	256.429	1
418	0	1	107.296	256.631	1
419	0	1	106.497	257.608	1
420	0	1	105.141	258.331	1
421	0	1	103.675	258.351	1
422	0	1	101.38	258.536	1
423	0	1	99.7106	258.45	1
424	0	1	97.7204	258.385	1
425	0	1	96.5016	258.129	1
426	0	1	95.0306	257.736	1
427	0	1	95.3757	257.124	1
428	0	1	95.3117	256.813	1
429	0	1	96.9367	256.412	1
430	0	1	99.7926	255.416	1
431	0	1	101.241	253.885	1
432	0	1	103.845	251.608	1
433	0	1	107.627	248.012	1
434	0	1	110.995	243.693	1
435	0	1	114.683	239.05	1
436	0	1	117.423	234.392	1
437	0	1	119.195	232.113	1
438	0	1	119.694	231.454	1
439	0	1	119.737	230.564	1
440	0	1	121.911	228.123	1
441	0	1	123.168	226.072	1
442	0	1	124.281	223.409	1
443	0	1	124.847	220.846	1
444	0	1	125.164	219.747	1
445	0	1	126.089	219.305	1
446	0	1	127.022	219.098	1
447	0	1	127.143	219.38	1
448	0	1	128.114	217.606	1
449	0	1	129.301	216.532	1
450	0	1	131.108	216.341	1
451	0	1	132.453	216.375	1
