Time (sec)	Arena	Track	Current Accel (mm/s^2)	
179.256	1	1	8.54218	
179.289	1	1	5.84735	
179.323	1	1	3.46833	
179.356	1	1	4.17302	
179.39	1	1	3.13781	
179.423	1	1	0	
179.457	1	1	0	
179.49	1	1	0	
179.524	1	1	0	
179.557	1	1	0	
179.591	1	1	0	
179.624	1	1	0	
179.658	1	1	0	
179.691	1	1	0	
179.725	1	1	0	
179.758	1	1	0	
179.792	1	1	0	
179.825	1	1	0	
179.859	1	1	0	
179.892	1	1	4.40072	
179.926	1	1	3.4392	
179.959	1	1	4.55402	
179.993	1	1	4.88401	
180.026	1	1	5.85539	
180.06	1	1	5.4876	
180.093	1	1	5.95275	
180.127	1	1	7.27878	
180.16	1	1	7.61189	
180.194	1	1	4.84824	
180.227	1	1	3.87552	
180.261	1	1	4.63938	
180.294	1	1	2.0808	
180.327	1	1	1.60664	
180.361	1	1	2.97765	
180.394	1	1	0.326965	
180.428	1	1	0.602326	
180.461	1	1	2.03589	
180.495	1	1	1.14113	
180.528	1	1	3.18217	
180.562	1	1	7.61189	
180.595	1	1	4.84824	
180.629	1	1	3.87552	
180.662	1	1	4.63938	
180.696	1	1	6.48152	
180.729	1	1	5.04584	
180.763	1	1	7.53167	
180.796	1	1	4.55704	
180.83	1	1	5.25306	
180.863	1	1	3.4517	
180.897	1	1	4.81162	
180.93	1	1	4.0966	
180.964	1	1	0	
180.997	1	1	0	
181.031	1	1	0	
181.064	1	1	0	
181.098	1	1	0	
181.131	1	1	4.9682	
181.165	1	1	5.4516	
181.198	1	1	7.99873	
181.232	1	1	8.24607	
181.265	1	1	9.19801	
181.299	1	1	9.08771	
181.332	1	1	11.6407	
181.366	1	1	17.7268	
181.399	1	1	18.9851	
181.433	1	1	22.3864	
181.466	1	1	25.285	
181.5	1	1	28.5568	
181.533	1	1	24.9218	
181.567	1	1	17.7861	
181.6	1	1	13.1313	
181.634	1	1	10.266	
181.667	1	1	9.33119	
181.701	1	1	10.3853	
181.734	1	1	6.90744	
181.768	1	1	0.0240627	
181.801	1	1	2.57556	
181.835	1	1	8.4747	
181.868	1	1	9.09179	
181.902	1	1	10.6232	
181.935	1	1	8.26881	
181.969	1	1	4.24559	
182.002	1	1	0.41516	
182.036	1	1	7.7592	
182.069	1	1	11.0253	
182.103	1	1	13.4071	
182.136	1	1	14.6598	
182.17	1	1	15.7749	
182.203	1	1	15.1034	
182.237	1	1	14.5234	
182.27	1	1	6.8301	
182.304	1	1	1.89119	
182.337	1	1	6.28572	
182.371	1	1	8.75387	
182.404	1	1	6.69752	
182.438	1	1	16.1901	
182.471	1	1	13.6381	
182.505	1	1	9.61007	
182.538	1	1	4.27274	
182.572	1	1	2.12973	
182.605	1	1	1.66075	
182.639	1	1	2.12891	
182.672	1	1	3.66654	
182.706	1	1	9.52693	
182.739	1	1	13.9026	
182.773	1	1	15.3409	
182.806	1	1	6.42721	
182.839	1	1	9.87979	
182.873	1	1	1.80683	
182.906	1	1	7.27383	
182.94	1	1	10.5429	
182.973	1	1	6.14105	
183.007	1	1	3.08527	
183.04	1	1	7.43783	
183.074	1	1	11.8045	
183.107	1	1	21.6868	
183.141	1	1	20.6709	
183.174	1	1	14.7259	
183.208	1	1	5.77776	
183.241	1	1	2.9345	
183.275	1	1	0.805002	
183.308	1	1	4.27485	
183.342	1	1	5.59694	
183.375	1	1	3.29738	
183.409	1	1	7.01124	
183.442	1	1	23.323	
183.476	1	1	29.5283	
183.509	1	1	35.9498	
183.543	1	1	35.2006	
183.576	1	1	30.0653	
183.61	1	1	21.3684	
183.643	1	1	20.9821	
183.677	1	1	15.8844	
183.71	1	1	22.7723	
183.744	1	1	18.7739	
183.777	1	1	1.12426	
183.811	1	1	23.1166	
183.844	1	1	35.6168	
183.878	1	1	36.1306	
183.911	1	1	28.5968	
183.945	1	1	23.2532	
183.978	1	1	17.1579	
184.012	1	1	13.6471	
184.045	1	1	19.3226	
184.079	1	1	17.3697	
184.112	1	1	19.2369	
184.146	1	1	22.0257	
184.179	1	1	15.6496	
184.213	1	1	1.77373	
184.246	1	1	5.49868	
184.28	1	1	7.55007	
184.313	1	1	5.59629	
184.347	1	1	6.22572	
184.38	1	1	8.55858	
184.414	1	1	12.6229	
184.447	1	1	16.5786	
184.481	1	1	21.5592	
184.514	1	1	27.4713	
184.548	1	1	32.0111	
184.581	1	1	34.2761	
184.615	1	1	32.1296	
184.648	1	1	25.6103	
184.682	1	1	19.7898	
184.715	1	1	12.575	
184.749	1	1	3.65927	
184.782	1	1	5.86221	
184.816	1	1	11.9831	
184.849	1	1	15.6811	
184.883	1	1	23.8076	
184.916	1	1	32.8102	
184.95	1	1	36.0269	
184.983	1	1	36.5737	
185.017	1	1	34.8748	
185.05	1	1	30.1022	
185.084	1	1	28.9792	
185.117	1	1	20.6362	
185.151	1	1	15.1264	
185.184	1	1	12.456	
185.218	1	1	8.13758	
185.251	1	1	3.15487	
185.285	1	1	6.30679	
185.318	1	1	11.0167	
185.351	1	1	10.3384	
185.385	1	1	8.38278	
185.418	1	1	6.66203	
185.452	1	1	2.49191	
185.485	1	1	6.63145	
185.519	1	1	3.98902	
185.552	1	1	8.96638	
185.586	1	1	1.29714	
185.619	1	1	0.376287	
185.653	1	1	5.1269	
185.686	1	1	1.47228	
185.72	1	1	2.74391	
185.753	1	1	12.7363	
185.787	1	1	21.1237	
185.82	1	1	24.8121	
185.854	1	1	26.7877	
185.887	1	1	22.907	
185.921	1	1	20.6839	
185.954	1	1	19.8488	
185.988	1	1	8.61785	
186.021	1	1	2.76723	
186.055	1	1	7.23816	
186.088	1	1	12.28	
186.122	1	1	7.67477	
186.155	1	1	13.9849	
186.189	1	1	12.1303	
186.222	1	1	13.9916	
186.256	1	1	16.6259	
186.289	1	1	10.0512	
186.323	1	1	13.0332	
186.356	1	1	11.746	
186.39	1	1	12.1066	
186.423	1	1	12.9795	
186.457	1	1	6.96106	
186.49	1	1	2.27196	
186.524	1	1	0.474139	
186.557	1	1	0.363801	
186.591	1	1	5.47551	
186.624	1	1	4.51726	
186.658	1	1	5.44693	
186.691	1	1	8.94167	
186.725	1	1	2.89431	
186.758	1	1	0.949593	
186.792	1	1	0.593966	
186.825	1	1	2.88834	
186.859	1	1	2.90168	
186.892	1	1	5.78036	
186.926	1	1	1.49767	
186.959	1	1	1.74503	
186.993	1	1	0.0874229	
187.026	1	1	0.0530981	
187.06	1	1	5.82987	
187.093	1	1	2.75663	
187.127	1	1	3.63155	
187.16	1	1	5.63303	
187.194	1	1	10.1841	
187.227	1	1	6.09855	
187.261	1	1	4.63224	
187.294	1	1	0.5682	
187.328	1	1	1.58138	
187.361	1	1	2.88912	
187.395	1	1	9.00049	
187.428	1	1	7.37321	
187.462	1	1	14.7496	
187.495	1	1	16.1601	
187.529	1	1	10.5889	
187.562	1	1	0.785878	
187.596	1	1	7.29293	
187.629	1	1	10.3735	
187.663	1	1	14.7005	
187.696	1	1	28.4352	
187.73	1	1	29.2459	
187.763	1	1	31.923	
187.796	1	1	41.4694	
187.83	1	1	42.7312	
187.863	1	1	48.4002	
187.897	1	1	47.6487	
187.93	1	1	38.2591	
187.964	1	1	21.9972	
187.997	1	1	12.5751	
188.031	1	1	8.65537	
188.064	1	1	3.26616	
188.098	1	1	22.3415	
188.131	1	1	29.1065	
188.165	1	1	26.9824	
188.198	1	1	28.4908	
188.232	1	1	32.9688	
188.265	1	1	31.33	
188.299	1	1	26.7452	
188.332	1	1	18.2178	
188.366	1	1	13.1466	
188.399	1	1	10.9787	
188.433	1	1	5.77854	
188.466	1	1	2.69504	
188.5	1	1	9.71531	
188.533	1	1	14.6147	
188.567	1	1	14.0633	
188.6	1	1	7.61558	
188.634	1	1	3.29626	
188.667	1	1	0.00950313	
188.701	1	1	4.25088	
188.734	1	1	9.29252	
188.768	1	1	15.042	
188.801	1	1	17.5571	
188.835	1	1	17.2252	
188.868	1	1	16.5575	
188.902	1	1	15.1755	
188.935	1	1	21.3052	
188.969	1	1	25.7618	
189.002	1	1	22.3028	
189.036	1	1	17.2948	
189.069	1	1	18.4886	
189.103	1	1	13.7864	
189.136	1	1	5.97251	
189.17	1	1	3.59974	
189.203	1	1	0.553205	
189.237	1	1	0.808431	
189.27	1	1	0.833087	
189.304	1	1	1.56968	
189.337	1	1	7.55827	
189.371	1	1	10.7075	
189.404	1	1	8.97068	
189.438	1	1	8.03195	
189.471	1	1	13.7774	
189.505	1	1	17.7268	
189.538	1	1	14.0992	
189.572	1	1	14.6644	
189.605	1	1	13.0931	
189.639	1	1	10.8177	
189.672	1	1	7.66013	
189.706	1	1	2.32564	
189.739	1	1	0.217962	
189.773	1	1	2.03091	
189.806	1	1	11.4448	
189.84	1	1	12.3746	
189.873	1	1	9.46559	
189.907	1	1	5.91443	
189.94	1	1	16.9499	
189.974	1	1	30.4471	
190.007	1	1	30.4573	
190.041	1	1	35.1428	
190.074	1	1	50.2792	
190.108	1	1	71.3882	
190.141	1	1	76.965	
190.175	1	1	82.4789	
190.208	1	1	81.5214	
190.242	1	1	88.8775	
190.275	1	1	91.3317	
190.308	1	1	88.0754	
190.342	1	1	69.8099	
190.375	1	1	49.0709	
190.409	1	1	46.9308	
190.442	1	1	43.4961	
190.476	1	1	26.9785	
190.509	1	1	3.68215	
190.543	1	1	0.661598	
190.576	1	1	6.07652	
190.61	1	1	5.57011	
190.643	1	1	10.9363	
190.677	1	1	17.5867	
190.71	1	1	25.4566	
190.744	1	1	23.8153	
190.777	1	1	16.0274	
190.811	1	1	15.5261	
190.844	1	1	23.0921	
190.878	1	1	32.2098	
190.911	1	1	40.2667	
190.945	1	1	56.7337	
190.978	1	1	79.9293	
191.012	1	1	95.2766	
191.045	1	1	82.7979	
191.079	1	1	76.7287	
191.112	1	1	73.6448	
191.146	1	1	74.6936	
191.179	1	1	78.1445	
191.213	1	1	73.6054	
191.246	1	1	61.2427	
191.28	1	1	41.4581	
191.313	1	1	19.7892	
191.347	1	1	7.92212	
191.38	1	1	40.6904	
191.414	1	1	57.8816	
191.447	1	1	44.8867	
191.481	1	1	36.2583	
191.514	1	1	35.6201	
191.548	1	1	37.5395	
191.581	1	1	42.306	
191.615	1	1	45.5314	
191.648	1	1	43.3506	
191.682	1	1	38.6463	
191.715	1	1	29.3924	
191.749	1	1	14.2753	
191.782	1	1	3.87133	
191.816	1	1	18.2371	
191.849	1	1	13.1838	
191.883	1	1	4.11834	
191.916	1	1	10.5644	
191.95	1	1	11.6817	
191.983	1	1	8.24073	
192.017	1	1	7.0565	
192.05	1	1	22.2354	
192.084	1	1	33.4892	
192.117	1	1	34.1774	
192.151	1	1	31.298	
192.184	1	1	26.2189	
192.218	1	1	19.2592	
192.251	1	1	36.2238	
192.285	1	1	49.6822	
192.318	1	1	49.9679	
192.352	1	1	48.0202	
192.385	1	1	47.2124	
192.419	1	1	39.8217	
192.452	1	1	27.6777	
192.486	1	1	15.0849	
192.519	1	1	6.66622	
192.553	1	1	6.7183	
192.586	1	1	13.7859	
192.62	1	1	20.9895	
192.653	1	1	10.7653	
192.686	1	1	5.23742	
192.72	1	1	6.99248	
192.753	1	1	1.91071	
192.787	1	1	8.17173	
192.82	1	1	16.0551	
192.854	1	1	21.8727	
192.887	1	1	24.2896	
192.921	1	1	28.7158	
192.954	1	1	44.5891	
192.988	1	1	68.4415	
193.021	1	1	92.3021	
193.055	1	1	102.265	
193.088	1	1	112.122	
193.122	1	1	129.36	
193.155	1	1	148.204	
193.189	1	1	157.41	
193.222	1	1	159.047	
193.256	1	1	152.648	
193.289	1	1	145.396	
193.323	1	1	124.788	
193.356	1	1	103.824	
193.39	1	1	89.1729	
193.423	1	1	67.7485	
193.457	1	1	56.3201	
193.49	1	1	35.4967	
193.524	1	1	10.7569	
193.557	1	1	28.5273	
193.591	1	1	51.8288	
193.624	1	1	60.28	
193.658	1	1	59.7679	
193.691	1	1	58.6936	
193.725	1	1	40.9317	
193.758	1	1	23.4628	
193.792	1	1	22.4417	
193.825	1	1	21.3906	
193.859	1	1	31.3596	
193.892	1	1	29.2762	
193.926	1	1	37.4708	
193.959	1	1	37.4804	
193.993	1	1	51.4766	
194.026	1	1	70.1176	
194.06	1	1	89.3662	
194.093	1	1	100.704	
194.127	1	1	116.302	
194.16	1	1	127.514	
194.194	1	1	121.837	
194.227	1	1	115.465	
194.261	1	1	111.375	
194.294	1	1	111.039	
194.328	1	1	104.792	
194.361	1	1	94.9775	
194.395	1	1	74.14	
194.428	1	1	54.2946	
194.462	1	1	31.1443	
194.495	1	1	20.1423	
194.529	1	1	12.4834	
194.562	1	1	13.772	
194.596	1	1	21.6989	
194.629	1	1	29.8782	
194.663	1	1	23.6731	
194.696	1	1	12.1578	
194.73	1	1	1.2484	
194.763	1	1	6.06236	
194.797	1	1	7.00697	
194.83	1	1	8.56491	
194.864	1	1	6.71832	
194.897	1	1	9.04094	
194.931	1	1	8.81388	
194.964	1	1	10.573	
194.998	1	1	7.93411	
195.031	1	1	8.46997	
195.065	1	1	5.23231	
195.098	1	1	5.32773	
195.132	1	1	7.59551	
195.165	1	1	1.20991	
195.198	1	1	0.690677	
195.232	1	1	1.1134	
195.265	1	1	0.182843	
195.299	1	1	0.832958	
195.332	1	1	7.8516	
195.366	1	1	14.665	
195.399	1	1	6.25288	
195.433	1	1	8.46997	
195.466	1	1	1.95303	
195.5	1	1	14.6245	
195.533	1	1	30.6819	
195.567	1	1	47.3129	
195.6	1	1	75.3468	
195.634	1	1	109.797	
195.667	1	1	129.938	
195.701	1	1	142.588	
195.734	1	1	165.226	
195.768	1	1	175.31	
195.801	1	1	161.217	
195.835	1	1	151.175	
195.868	1	1	126.173	
195.902	1	1	105.227	
195.935	1	1	68.1947	
195.969	1	1	12.8489	
196.002	1	1	46.975	
196.036	1	1	94.4819	
196.069	1	1	101.842	
196.103	1	1	104.984	
196.136	1	1	96.3201	
196.17	1	1	78.5448	
196.203	1	1	48.3278	
196.237	1	1	10.3892	
196.27	1	1	30.5531	
196.304	1	1	59.8722	
196.337	1	1	104.801	
196.371	1	1	163.427	
196.404	1	1	214.546	
196.438	1	1	234.66	
196.471	1	1	204.756	
196.505	1	1	178.605	
196.538	1	1	141.808	
196.572	1	1	106.784	
196.605	1	1	79.3493	
196.639	1	1	46.3536	
196.672	1	1	10.1283	
196.706	1	1	4.95013	
196.739	1	1	30.2611	
196.773	1	1	49.6615	
196.806	1	1	61.9766	
196.84	1	1	47.4889	
196.873	1	1	2.67248	
196.907	1	1	37.6368	
196.94	1	1	75.6837	
196.974	1	1	117.331	
197.007	1	1	142.694	
197.041	1	1	177.378	
197.074	1	1	219.429	
197.108	1	1	238.285	
197.141	1	1	252.005	
197.175	1	1	245.478	
197.208	1	1	225.162	
197.242	1	1	183.765	
197.275	1	1	137.565	
197.309	1	1	103.934	
197.342	1	1	79.2183	
197.376	1	1	48.3541	
197.409	1	1	26.2792	
197.443	1	1	9.49613	
197.476	1	1	43.9311	
197.51	1	1	59.9052	
197.543	1	1	69.2272	
197.577	1	1	73.1343	
197.61	1	1	61.9645	
197.643	1	1	44.9662	
197.677	1	1	36.0015	
197.71	1	1	36.5453	
197.744	1	1	27.2724	
197.777	1	1	1.8519	
197.811	1	1	31.0428	
197.844	1	1	73.7019	
197.878	1	1	97.5678	
197.911	1	1	97.6684	
197.945	1	1	98.137	
197.978	1	1	119.562	
198.012	1	1	133.27	
198.045	1	1	150.998	
198.079	1	1	173.19	
198.112	1	1	197.396	
198.146	1	1	189.4	
198.179	1	1	121.35	
198.213	1	1	39.8225	
198.246	1	1	43.5366	
198.28	1	1	118.408	
198.313	1	1	169.445	
198.347	1	1	223.464	
198.38	1	1	286.581	
198.414	1	1	336.084	
198.447	1	1	384.521	
198.481	1	1	439.918	
198.514	1	1	501.628	
198.548	1	1	523.296	
198.581	1	1	475.547	
198.615	1	1	421.573	
198.648	1	1	350.914	
198.682	1	1	274.479	
198.715	1	1	210.009	
198.749	1	1	147.571	
198.782	1	1	87.6592	
198.816	1	1	49.5771	
198.849	1	1	20.8641	
198.883	1	1	15.505	
198.916	1	1	56.6271	
198.95	1	1	64.7224	
198.983	1	1	48.2672	
199.017	1	1	35.8434	
199.05	1	1	5.51885	
199.084	1	1	25.9685	
199.117	1	1	57.0456	
199.151	1	1	83.2936	
199.184	1	1	81.1577	
199.218	1	1	79.0113	
199.251	1	1	74.4021	
199.285	1	1	74.5537	
199.318	1	1	73.1367	
199.352	1	1	63.6047	
199.385	1	1	54.2499	
199.419	1	1	39.8538	
199.452	1	1	26.1936	
199.486	1	1	11.322	
199.519	1	1	1.92549	
199.553	1	1	12.7605	
199.586	1	1	5.41507	
199.62	1	1	7.00133	
199.653	1	1	6.77979	
199.687	1	1	5.83447	
199.72	1	1	4.876	
199.754	1	1	11.6306	
199.787	1	1	10.8951	
199.821	1	1	2.07246	
199.854	1	1	6.41662	
199.888	1	1	10.3571	
199.921	1	1	14.3546	
199.955	1	1	20.8857	
199.988	1	1	25.0781	
200.022	1	1	27.9519	
200.055	1	1	34.041	
200.089	1	1	40.3481	
200.122	1	1	50.8591	
200.155	1	1	63.3567	
200.189	1	1	61.8165	
200.222	1	1	51.5042	
200.256	1	1	37.5292	
200.289	1	1	26.6625	
200.323	1	1	21.0248	
200.356	1	1	17.0389	
200.39	1	1	15.1452	
200.423	1	1	4.12555	
200.457	1	1	16.3539	
200.49	1	1	33.7272	
200.524	1	1	49.077	
200.557	1	1	44.4435	
200.591	1	1	36.6948	
200.624	1	1	27.1904	
200.658	1	1	3.73432	
200.691	1	1	24.0631	
200.725	1	1	58.499	
200.758	1	1	92.2707	
200.792	1	1	125.176	
200.825	1	1	165.745	
200.859	1	1	205.784	
200.892	1	1	225.633	
200.926	1	1	228.159	
200.959	1	1	211.723	
200.993	1	1	191.109	
201.026	1	1	161.144	
201.06	1	1	111.93	
201.093	1	1	57.8456	
201.127	1	1	4.90288	
201.16	1	1	69.032	
201.194	1	1	130.468	
201.227	1	1	188.305	
201.261	1	1	224.553	
201.294	1	1	229.034	
201.328	1	1	208.225	
201.361	1	1	185.526	
201.395	1	1	164.401	
201.428	1	1	138.23	
201.462	1	1	97.2468	
201.495	1	1	49.8817	
201.529	1	1	5.86824	
201.562	1	1	27.437	
201.596	1	1	48.6869	
201.629	1	1	60.0263	
201.663	1	1	57.0604	
201.696	1	1	46.7678	
201.73	1	1	19.9681	
201.763	1	1	1.90675	
201.797	1	1	10.2579	
201.83	1	1	22.2104	
201.864	1	1	43.6146	
201.897	1	1	76.6865	
201.931	1	1	94.092	
201.964	1	1	91.2162	
201.998	1	1	84.4265	
202.031	1	1	76.3303	
202.065	1	1	59.3787	
202.098	1	1	40.7072	
202.132	1	1	23.1545	
202.165	1	1	9.77189	
202.199	1	1	7.30577	
202.232	1	1	23.851	
202.266	1	1	49.8556	
202.299	1	1	80.2725	
202.333	1	1	100.073	
202.366	1	1	104.727	
202.4	1	1	106.425	
202.433	1	1	102.349	
202.467	1	1	80.9014	
202.5	1	1	52.5694	
202.534	1	1	28.1345	
202.567	1	1	5.00184	
202.6	1	1	20.1362	
202.634	1	1	34.0047	
202.667	1	1	48.8212	
202.701	1	1	53.4169	
202.734	1	1	57.9541	
202.768	1	1	65.3965	
202.801	1	1	74.4579	
202.835	1	1	79.9664	
202.868	1	1	59.1704	
202.902	1	1	32.5422	
202.935	1	1	10.5336	
202.969	1	1	8.97844	
203.002	1	1	29.2849	
203.036	1	1	36.0814	
203.069	1	1	41.9738	
203.103	1	1	34.0465	
203.136	1	1	22.3579	
203.17	1	1	19.5638	
203.203	1	1	22.232	
203.237	1	1	16.7968	
203.27	1	1	7.5563	
203.304	1	1	29.3922	
203.337	1	1	37.1757	
203.371	1	1	42.4857	
203.404	1	1	44.6808	
203.438	1	1	45.4898	
203.471	1	1	49.244	
203.505	1	1	59.4658	
203.538	1	1	64.6473	
203.572	1	1	50.97	
203.605	1	1	24.1155	
203.639	1	1	19.7619	
203.672	1	1	70.0184	
203.706	1	1	112.833	
203.739	1	1	151.232	
203.773	1	1	179.137	
203.806	1	1	203.369	
203.84	1	1	227.214	
203.873	1	1	248.928	
203.907	1	1	281.316	
203.94	1	1	315.547	
203.974	1	1	305.839	
204.007	1	1	283.449	
204.041	1	1	257.013	
204.074	1	1	225.52	
204.108	1	1	195.179	
204.141	1	1	153.083	
204.175	1	1	122.218	
204.208	1	1	84.051	
204.242	1	1	50.6075	
204.275	1	1	24.6293	
204.309	1	1	6.83596	
204.342	1	1	50.9589	
204.376	1	1	64.7159	
204.409	1	1	79.5513	
204.443	1	1	92.2744	
204.476	1	1	99.3479	
204.51	1	1	98.0143	
204.543	1	1	93.6603	
204.577	1	1	102.56	
204.61	1	1	108.251	
204.644	1	1	118.64	
204.677	1	1	138.037	
204.711	1	1	150.765	
204.744	1	1	153.112	
204.778	1	1	156.693	
204.811	1	1	140.957	
204.845	1	1	115.886	
204.878	1	1	87.9586	
204.912	1	1	82.8228	
204.945	1	1	73.486	
204.979	1	1	42.9108	
205.012	1	1	6.99408	
205.046	1	1	67.5285	
205.079	1	1	126.624	
205.112	1	1	161.102	
205.146	1	1	173.035	
205.179	1	1	176.366	
205.213	1	1	160.895	
205.246	1	1	128.821	
205.28	1	1	80.2894	
205.313	1	1	44.4866	
205.347	1	1	3.18572	
205.38	1	1	42.6245	
205.414	1	1	106.49	
205.447	1	1	182.438	
205.481	1	1	248.687	
205.514	1	1	262.28	
205.548	1	1	230.184	
205.581	1	1	187.662	
205.615	1	1	126.916	
205.648	1	1	72.1235	
205.682	1	1	8.34415	
205.715	1	1	58.5569	
205.749	1	1	126.673	
205.782	1	1	177.109	
205.816	1	1	218.125	
205.849	1	1	261.761	
205.883	1	1	304.41	
205.916	1	1	310.899	
205.95	1	1	277.87	
205.983	1	1	232.485	
206.017	1	1	162.461	
206.05	1	1	114.21	
206.084	1	1	55.2888	
206.117	1	1	7.4918	
206.151	1	1	62.9973	
206.184	1	1	101.908	
206.218	1	1	128.614	
206.251	1	1	150.757	
206.285	1	1	185.628	
206.318	1	1	221.58	
206.352	1	1	242.505	
206.385	1	1	250.586	
206.419	1	1	243.847	
206.452	1	1	244.16	
206.486	1	1	228.628	
206.519	1	1	204.27	
206.553	1	1	186.004	
206.586	1	1	180.885	
206.62	1	1	172.92	
206.653	1	1	149.701	
206.687	1	1	122.107	
206.72	1	1	96.019	
206.754	1	1	73.1239	
206.787	1	1	52.6295	
206.821	1	1	33.6284	
206.854	1	1	12.1426	
206.888	1	1	6.28527	
206.921	1	1	13.8511	
206.955	1	1	24.0535	
206.988	1	1	38.9205	
207.022	1	1	44.6993	
207.055	1	1	27.9726	
207.089	1	1	16.8919	
207.122	1	1	24.6801	
207.156	1	1	51.8458	
207.189	1	1	82.9942	
207.223	1	1	117.418	
207.256	1	1	153.095	
207.29	1	1	190.391	
207.323	1	1	218.732	
207.357	1	1	237.971	
207.39	1	1	263.086	
207.424	1	1	284.033	
207.457	1	1	307.318	
207.491	1	1	338.075	
207.524	1	1	366.897	
207.557	1	1	368.006	
207.591	1	1	356.297	
207.624	1	1	331.388	
207.658	1	1	292.431	
207.691	1	1	243.687	
207.725	1	1	204.975	
207.758	1	1	193.236	
207.792	1	1	182.004	
207.825	1	1	179.098	
207.859	1	1	174.719	
207.892	1	1	143.877	
207.926	1	1	84.5667	
207.959	1	1	25.2494	
207.993	1	1	28.8455	
208.026	1	1	73.7273	
208.06	1	1	119.078	
208.093	1	1	170.248	
208.127	1	1	216.24	
208.16	1	1	295.613	
208.194	1	1	358.437	
208.227	1	1	409.664	
208.261	1	1	455.115	
208.294	1	1	475.947	
208.328	1	1	460.142	
208.361	1	1	427.254	
208.395	1	1	391.97	
208.428	1	1	347.66	
208.462	1	1	299.89	
208.495	1	1	248.101	
208.529	1	1	207.888	
208.562	1	1	126.311	
208.596	1	1	76.3369	
208.629	1	1	38.3701	
208.663	1	1	0.983367	
208.696	1	1	23.2532	
208.73	1	1	20.7922	
208.763	1	1	16.5383	
208.797	1	1	18.5569	
208.83	1	1	14.7347	
208.864	1	1	1.3315	
208.897	1	1	0.76539	
208.931	1	1	43.6514	
208.964	1	1	27.5444	
208.998	1	1	29.351	
209.031	1	1	46.9995	
209.065	1	1	65.0138	
209.098	1	1	68.9468	
209.132	1	1	56.5058	
209.165	1	1	50.0866	
209.199	1	1	54.0291	
209.232	1	1	56.7577	
209.266	1	1	44.3377	
209.299	1	1	36.2937	
209.333	1	1	17.5134	
209.366	1	1	13.362	
209.4	1	1	19.7219	
209.433	1	1	14.0125	
209.467	1	1	6.83374	
209.5	1	1	2.57675	
209.534	1	1	2.57067	
209.567	1	1	1.18033	
209.601	1	1	3.47796	
209.634	1	1	6.44851	
209.668	1	1	11.2219	
209.701	1	1	9.02276	
209.735	1	1	62.7316	
209.768	1	1	67.4408	
209.802	1	1	16.4874	
209.835	1	1	8.39027	
209.869	1	1	3.20486	
209.902	1	1	4.18518	
209.936	1	1	2.92716	
209.969	1	1	0.315701	
210.002	1	1	3.90586	
210.036	1	1	3.63322	
210.069	1	1	0	
210.103	1	1	8.23763	
210.136	1	1	6.74506	
210.17	1	1	2.02417	
210.203	1	1	9.97736	
210.237	1	1	13.8436	
210.27	1	1	9.44965	
210.304	1	1	1.73217	
210.337	1	1	0.990747	
210.371	1	1	3.56886	
210.404	1	1	0.278583	
210.438	1	1	1.74545	
210.471	1	1	6.89785	
210.505	1	1	0	
210.538	1	1	6.62627	
210.572	1	1	3.2019	
210.605	1	1	4.33712	
210.639	1	1	44.6772	
210.672	1	1	52.3494	
210.706	1	1	7.20888	
210.739	1	1	5.33295	
210.773	1	1	0.410899	
210.806	1	1	1.86668	
210.84	1	1	5.3788	
210.873	1	1	3.65292	
210.907	1	1	2.87347	
210.94	1	1	3.59541	
210.974	1	1	3.30876	
211.007	1	1	9.00931	
211.041	1	1	2.59304	
211.074	1	1	4.6529	
211.409	1	1	21.0834	
211.443	1	1	21.3949	
211.476	1	1	26.4212	
211.51	1	1	23.4172	
211.543	1	1	27.0839	
211.577	1	1	27.6584	
211.61	1	1	52.0689	
211.644	1	1	44.6915	
211.677	1	1	45.0462	
211.711	1	1	43.6807	
211.744	1	1	19.9433	
211.778	1	1	18.8821	
211.811	1	1	19.5392	
211.845	1	1	3.88811	
211.878	1	1	12.8085	
211.912	1	1	11.2867	
211.945	1	1	7.69836	
211.979	1	1	13.8419	
212.012	1	1	23.6636	
212.046	1	1	24.459	
212.079	1	1	29.1705	
212.113	1	1	44.7591	
212.146	1	1	69.1629	
212.18	1	1	66.7038	
212.213	1	1	45.8425	
212.247	1	1	29.7493	
212.28	1	1	15.2814	
212.314	1	1	13.5339	
212.347	1	1	19.0171	
212.381	1	1	13.2317	
212.414	1	1	12.8134	
212.447	1	1	15.3318	
212.481	1	1	9.18175	
212.514	1	1	8.27498	
212.548	1	1	33.3346	
212.581	1	1	34.9879	
212.615	1	1	26.6209	
212.648	1	1	23.5597	
212.682	1	1	2.80454	
212.715	1	1	3.97429	
212.749	1	1	6.94477	
212.782	1	1	6.24013	
212.816	1	1	6.01343	
212.849	1	1	15.9802	
212.883	1	1	12.1737	
212.916	1	1	7.20192	
212.95	1	1	0.948744	
212.983	1	1	6.88383	
213.017	1	1	1.7154	
213.05	1	1	3.20952	
213.084	1	1	22.8575	
213.117	1	1	32.2478	
213.151	1	1	33.5452	
213.184	1	1	16.269	
213.218	1	1	1.02372	
213.251	1	1	10.7563	
213.285	1	1	11.1158	
213.318	1	1	11.3665	
213.352	1	1	13.516	
213.385	1	1	17.5063	
213.419	1	1	28.3895	
213.452	1	1	32.5147	
213.486	1	1	38.4444	
213.519	1	1	40.3176	
213.553	1	1	37.0204	
213.586	1	1	22.6296	
213.62	1	1	13.3454	
