Time (sec)	Arena	Track	Current Accel (mm/s^2)	
14.938	2	1	1.37286	
14.9715	2	1	0.426479	
15.005	2	1	14.5947	
15.0385	2	1	35.9676	
15.0719	2	1	52.6873	
15.1054	2	1	75.8253	
15.1389	2	1	95.3361	
15.1724	2	1	108.203	
15.2059	2	1	124.664	
15.2394	2	1	133.157	
15.2729	2	1	139.574	
15.3064	2	1	127.473	
15.3399	2	1	120.708	
15.3734	2	1	106.07	
15.4069	2	1	84.9585	
15.4404	2	1	55.7128	
15.4739	2	1	33.002	
15.5074	2	1	0.883956	
15.5409	2	1	44.98	
15.5743	2	1	65.9149	
15.6078	2	1	65.6439	
15.6413	2	1	57.2887	
15.6748	2	1	24.3889	
15.7083	2	1	26.207	
15.7418	2	1	28.7751	
15.7753	2	1	18.9981	
15.8088	2	1	62.2429	
15.8423	2	1	83.8745	
15.8758	2	1	86.0048	
15.9093	2	1	84.2119	
15.9428	2	1	71.4747	
15.9763	2	1	62.5201	
16.0098	2	1	61.749	
16.0433	2	1	70.3961	
16.0767	2	1	84.272	
16.1102	2	1	118.375	
16.1437	2	1	133.703	
16.1772	2	1	102.228	
16.2107	2	1	81.3829	
16.2442	2	1	79.7015	
16.2777	2	1	85.155	
16.3112	2	1	91.5998	
16.3447	2	1	96.3678	
16.3782	2	1	122.517	
16.4117	2	1	154.073	
16.4452	2	1	161.398	
16.4787	2	1	171.765	
16.5122	2	1	174.104	
16.5457	2	1	137.674	
16.5791	2	1	91.4833	
16.6126	2	1	48.0854	
16.6461	2	1	13.133	
16.6796	2	1	56.1864	
16.7131	2	1	100.172	
16.7466	2	1	165.38	
16.7801	2	1	223.48	
16.8136	2	1	294.601	
16.8471	2	1	330.491	
16.8806	2	1	338.195	
16.9141	2	1	324.226	
16.9476	2	1	275.894	
16.9811	2	1	245.392	
17.0146	2	1	222.262	
17.048	2	1	186.501	
17.0815	2	1	164.313	
17.115	2	1	133.566	
17.1485	2	1	72.6227	
17.182	2	1	13.078	
17.2155	2	1	72.5713	
17.249	2	1	145.216	
17.2825	2	1	211.112	
17.316	2	1	252.901	
17.3495	2	1	259.093	
17.383	2	1	247.429	
17.4165	2	1	224.417	
17.45	2	1	204.278	
17.4835	2	1	192.883	
17.517	2	1	178.32	
17.5504	2	1	175.659	
17.5839	2	1	165.999	
17.6174	2	1	143.696	
17.6509	2	1	104.983	
17.6844	2	1	36.769	
17.7179	2	1	25.817	
17.7514	2	1	75.3101	
17.7849	2	1	88.1583	
17.8184	2	1	96.7188	
17.8519	2	1	102.416	
17.8854	2	1	92.6004	
17.9189	2	1	90.9304	
17.9524	2	1	112.594	
17.9859	2	1	160.723	
18.0194	2	1	224.558	
18.0528	2	1	252.3	
18.0863	2	1	215.395	
18.1198	2	1	171.482	
18.1533	2	1	132.277	
18.1868	2	1	117.916	
18.2203	2	1	93.6801	
18.2538	2	1	91.216	
18.2873	2	1	89.269	
18.3208	2	1	80.3013	
18.3543	2	1	62.6699	
18.3878	2	1	36.6669	
18.4213	2	1	22.4539	
18.4548	2	1	89.0117	
18.4883	2	1	115.705	
18.5218	2	1	137.899	
18.5552	2	1	191.026	
18.5887	2	1	200.896	
18.6222	2	1	193.91	
18.6557	2	1	222.631	
18.6892	2	1	243.501	
18.7227	2	1	264.193	
18.7562	2	1	279.074	
18.7897	2	1	312.407	
18.8232	2	1	333.207	
18.8567	2	1	286.142	
18.8902	2	1	226.176	
18.9237	2	1	165.613	
18.9572	2	1	39.2257	
18.9907	2	1	15.3352	
19.0241	2	1	40.0342	
19.0576	2	1	19.1844	
19.0911	2	1	18.8188	
19.1246	2	1	52.9516	
19.1581	2	1	63.2757	
19.1916	2	1	84.4744	
19.2251	2	1	137.181	
19.2586	2	1	130.03	
19.2921	2	1	100.633	
19.3256	2	1	90.522	
19.3591	2	1	45.4152	
19.3926	2	1	41.3243	
19.4261	2	1	73.041	
19.4596	2	1	83.151	
19.4931	2	1	68.2358	
19.5265	2	1	60.1401	
19.56	2	1	86.9192	
19.5935	2	1	105.629	
19.627	2	1	82.0859	
19.6605	2	1	92.3282	
19.694	2	1	114.325	
19.7275	2	1	114.465	
19.761	2	1	93.7361	
19.7945	2	1	79.5789	
19.828	2	1	79.7778	
19.8615	2	1	62.0869	
19.895	2	1	53.7589	
19.9285	2	1	35.2195	
19.962	2	1	13.5838	
19.9955	2	1	5.21301	
20.0289	2	1	7.05724	
20.0624	2	1	21.8756	
20.0959	2	1	26.379	
20.1294	2	1	16.221	
20.1629	2	1	30.6101	
20.1964	2	1	70.0741	
20.2299	2	1	73.3423	
20.2634	2	1	89.1651	
20.2969	2	1	107.988	
20.3304	2	1	132.704	
20.3639	2	1	137.423	
20.3974	2	1	145.543	
20.4309	2	1	146.813	
20.4644	2	1	161.057	
20.4979	2	1	164.047	
20.5313	2	1	119.759	
20.5648	2	1	48.9515	
20.5983	2	1	34.5993	
20.6318	2	1	107.011	
20.6653	2	1	174.678	
20.6988	2	1	211.21	
20.7323	2	1	242.673	
20.7658	2	1	276.426	
20.7993	2	1	299.789	
20.8328	2	1	317.942	
20.8663	2	1	338.798	
20.8998	2	1	335.878	
20.9333	2	1	274.824	
20.9668	2	1	203.17	
21.0002	2	1	105.402	
21.0337	2	1	14.8297	
21.0672	2	1	52.2613	
21.1007	2	1	52.7288	
21.1342	2	1	40.1745	
21.1677	2	1	39.6319	
21.2012	2	1	15.7459	
21.2347	2	1	5.49743	
21.2682	2	1	16.3954	
21.3017	2	1	53.4387	
21.3352	2	1	105.158	
21.3687	2	1	149.985	
21.4022	2	1	197.568	
21.4357	2	1	221.266	
21.4692	2	1	221.858	
21.5026	2	1	194.278	
21.5361	2	1	167.168	
21.5696	2	1	146.598	
21.6031	2	1	111.942	
21.6366	2	1	78.4164	
21.6701	2	1	69.7493	
21.7036	2	1	46.7065	
21.7371	2	1	9.86825	
21.7706	2	1	13.2623	
21.8041	2	1	24.4443	
21.8376	2	1	20.0721	
21.8711	2	1	1.38743	
21.9046	2	1	29.677	
21.9381	2	1	32.0319	
21.9716	2	1	38.5104	
22.005	2	1	47.7252	
22.0385	2	1	46.5306	
22.072	2	1	26.8307	
22.1055	2	1	11.1423	
22.139	2	1	20.2458	
22.1725	2	1	6.87833	
22.206	2	1	17.7479	
22.2395	2	1	46.2311	
22.273	2	1	84.4133	
22.3065	2	1	147.269	
22.34	2	1	172.993	
22.3735	2	1	228.777	
22.407	2	1	284.271	
22.4405	2	1	310.36	
22.474	2	1	320.763	
22.5074	2	1	314.236	
22.5409	2	1	310.252	
22.5744	2	1	289.973	
22.6079	2	1	270.442	
22.6414	2	1	252.937	
22.6749	2	1	231.031	
22.7084	2	1	185.721	
22.7419	2	1	158.269	
22.7754	2	1	84.2615	
22.8089	2	1	2.50642	
22.8424	2	1	58.4728	
22.8759	2	1	99.8946	
22.9094	2	1	129.201	
22.9429	2	1	140.753	
22.9763	2	1	150.316	
23.0098	2	1	162.998	
23.0433	2	1	163.612	
23.0768	2	1	165.946	
23.1103	2	1	171.828	
23.1438	2	1	181.177	
23.1773	2	1	153.181	
23.2108	2	1	120.061	
23.2443	2	1	79.2042	
23.2778	2	1	38.5041	
23.3113	2	1	6.04513	
23.3448	2	1	23.3401	
23.3783	2	1	35.7671	
23.4118	2	1	33.0848	
23.4453	2	1	4.81898	
23.4787	2	1	4.77858	
23.5122	2	1	24.2572	
23.5457	2	1	20.2216	
23.5792	2	1	35.3196	
23.6127	2	1	31.9385	
23.6462	2	1	55.8924	
23.6797	2	1	104.41	
23.7132	2	1	128.451	
23.7467	2	1	120.677	
23.7802	2	1	113.482	
23.8137	2	1	57.427	
23.8472	2	1	13.0421	
23.8807	2	1	34.7206	
23.9142	2	1	117.965	
23.9477	2	1	159.689	
23.9811	2	1	231.435	
24.0146	2	1	278.406	
24.0481	2	1	326.976	
24.0816	2	1	363.642	
24.1151	2	1	362.034	
24.1486	2	1	349.836	
24.1821	2	1	344.998	
24.2156	2	1	285.879	
24.2491	2	1	224.168	
24.2826	2	1	216.018	
24.3161	2	1	155.884	
24.3496	2	1	138.229	
24.3831	2	1	66.4139	
24.4166	2	1	10.473	
24.4501	2	1	5.94756	
24.4835	2	1	18.2149	
24.517	2	1	0.085179	
24.5505	2	1	3.51802	
24.584	2	1	2.124	
24.6175	2	1	0.978322	
24.651	2	1	59.5233	
24.6845	2	1	57.7471	
24.718	2	1	81.3539	
24.7515	2	1	110.727	
24.785	2	1	84.9563	
24.8185	2	1	81.5953	
24.852	2	1	108.485	
24.8855	2	1	79.4195	
24.919	2	1	101.477	
24.9524	2	1	98.7787	
24.9859	2	1	107.55	
25.0194	2	1	82.0703	
25.0529	2	1	42.3803	
25.0864	2	1	42.1584	
25.1199	2	1	109.442	
25.1534	2	1	137.568	
25.1869	2	1	131.682	
25.2204	2	1	137.034	
25.2539	2	1	137.305	
25.2874	2	1	116.064	
25.3209	2	1	115.524	
25.3544	2	1	100.624	
25.3879	2	1	93.1384	
25.4214	2	1	73.1985	
25.4548	2	1	0.321145	
25.4883	2	1	26.1138	
25.5218	2	1	83.5565	
25.5553	2	1	115.506	
25.5888	2	1	147.689	
25.6223	2	1	158.033	
25.6558	2	1	163.277	
25.6893	2	1	185.231	
25.7228	2	1	168.968	
25.7563	2	1	151.92	
25.7898	2	1	143.549	
25.8233	2	1	135.869	
25.8568	2	1	111.71	
25.8903	2	1	108.784	
25.9238	2	1	106.772	
25.9572	2	1	99.3312	
25.9907	2	1	65.9179	
26.0242	2	1	41.2142	
26.0577	2	1	26.2231	
26.0912	2	1	11.5201	
26.1247	2	1	22.4134	
26.1582	2	1	30.7787	
26.1917	2	1	40.1809	
26.2922	2	1	59.0821	
26.3257	2	1	52.2499	
26.3592	2	1	25.2811	
26.3927	2	1	8.69015	
26.4262	2	1	24.4071	
26.4596	2	1	6.65579	
26.4931	2	1	28.1441	
26.5266	2	1	20.1217	
26.5601	2	1	19.8293	
26.5936	2	1	10.6393	
26.6271	2	1	18.4436	
26.6606	2	1	38.0702	
26.6941	2	1	95.8951	
26.7276	2	1	79.6032	
26.7611	2	1	77.9234	
26.7946	2	1	73.9458	
26.8281	2	1	94.4332	
26.8616	2	1	143.893	
26.8951	2	1	216.401	
26.9285	2	1	206.617	
26.962	2	1	224.874	
26.9955	2	1	237.055	
27.029	2	1	228.338	
27.0625	2	1	181.83	
27.096	2	1	127.328	
27.1295	2	1	95.9279	
27.163	2	1	47.8643	
27.1965	2	1	7.54398	
27.23	2	1	64.0605	
27.2635	2	1	120.576	
27.297	2	1	180.612	
27.3305	2	1	201.007	
27.364	2	1	223.061	
27.3975	2	1	239.154	
27.4309	2	1	249.159	
27.4644	2	1	191.599	
27.4979	2	1	147.933	
27.5314	2	1	91.6394	
27.5649	2	1	45.9768	
27.5984	2	1	8.65378	
27.6319	2	1	47.6066	
27.6654	2	1	64.7658	
27.6989	2	1	72.3545	
27.7324	2	1	79.7818	
27.7659	2	1	80.3882	
27.7994	2	1	76.4017	
27.8329	2	1	73.684	
27.8664	2	1	57.4633	
27.8999	2	1	41.0625	
27.9333	2	1	25.6888	
27.9668	2	1	9.58188	
28.0003	2	1	35.0807	
28.0338	2	1	49.7541	
28.0673	2	1	54.3966	
28.1008	2	1	70.4133	
28.1343	2	1	75.3904	
28.1678	2	1	89.8093	
28.2013	2	1	105.743	
28.2348	2	1	125.305	
28.2683	2	1	137.272	
28.3018	2	1	153.316	
28.3353	2	1	153.359	
28.3688	2	1	144.166	
28.4023	2	1	96.9494	
28.4357	2	1	78.7777	
28.4692	2	1	38.8281	
28.5027	2	1	28.6635	
28.5362	2	1	72.1566	
28.5697	2	1	104.394	
28.6032	2	1	142.32	
28.6367	2	1	190.077	
28.6702	2	1	217.553	
28.7037	2	1	250.555	
28.7372	2	1	261.521	
28.7707	2	1	271.471	
28.8042	2	1	280.842	
28.8377	2	1	272.372	
28.8712	2	1	238.635	
28.9046	2	1	180.975	
28.9381	2	1	161.756	
28.9716	2	1	154.965	
29.0051	2	1	128.958	
29.0386	2	1	99.275	
29.0721	2	1	68.2692	
29.1056	2	1	29.7727	
29.1391	2	1	20.617	
29.1726	2	1	12.5837	
29.2061	2	1	15.9075	
29.2396	2	1	42.4378	
29.2731	2	1	30.3626	
29.3066	2	1	14.0552	
29.3401	2	1	29.6426	
29.3736	2	1	37.4743	
29.407	2	1	17.8956	
29.4405	2	1	27.7484	
29.474	2	1	8.39103	
29.5075	2	1	10.0362	
29.541	2	1	16.1949	
29.5745	2	1	26.0714	
29.608	2	1	34.8767	
29.6415	2	1	0.610102	
29.675	2	1	21.6864	
29.7085	2	1	21.3813	
29.742	2	1	22.2011	
29.7755	2	1	20.2559	
29.809	2	1	41.3564	
29.8425	2	1	27.99	
29.876	2	1	25.4978	
29.9094	2	1	2.88919	
29.9429	2	1	9.70412	
29.9764	2	1	3.40078	
30.0099	2	1	32.8964	
30.0434	2	1	3.97165	
30.0769	2	1	9.34275	
30.1104	2	1	8.42592	
30.1439	2	1	6.33781	
30.1774	2	1	5.84811	
30.2109	2	1	3.35105	
30.2444	2	1	12.6362	
30.2779	2	1	28.7259	
30.3114	2	1	45.344	
30.3449	2	1	8.32892	
30.3784	2	1	5.58339	
30.4788	2	1	52.3902	
30.5123	2	1	38.6219	
30.5458	2	1	37.1604	
30.5793	2	1	27.6987	
30.6128	2	1	13.8397	
30.6463	2	1	3.99274	
30.6798	2	1	1.92659	
30.7133	2	1	14.0573	
30.7468	2	1	21.1464	
30.7803	2	1	17.0864	
30.8138	2	1	24.9298	
30.8473	2	1	23.8231	
30.8807	2	1	35.4419	
30.9142	2	1	44.4084	
30.9477	2	1	67.1108	
30.9812	2	1	60.9178	
31.0147	2	1	69.4089	
31.0482	2	1	50.7945	
31.0817	2	1	27.8342	
31.1152	2	1	17.239	
31.1487	2	1	46.5975	
31.1822	2	1	63.5528	
31.2157	2	1	62.9668	
31.2492	2	1	68.9869	
31.2827	2	1	72.4937	
31.3162	2	1	79.6014	
31.3497	2	1	97.1559	
31.3831	2	1	89.2776	
31.4166	2	1	95.9836	
31.4501	2	1	56.559	
31.4836	2	1	21.7432	
31.5171	2	1	63.3357	
31.5506	2	1	102.715	
31.5841	2	1	128.162	
31.6176	2	1	128.157	
31.6511	2	1	120.577	
31.6846	2	1	119.781	
31.7181	2	1	121.28	
31.7516	2	1	120.338	
31.7851	2	1	104.886	
31.8186	2	1	97.0558	
31.8521	2	1	75.5995	
31.8855	2	1	66.9179	
31.919	2	1	14.5009	
31.9525	2	1	11.156	
31.986	2	1	0	
32.0195	2	1	1.2975	
32.053	2	1	4.37528	
32.0865	2	1	5.30529	
32.12	2	1	7.11914	
32.1535	2	1	7.30991	
32.187	2	1	13.9723	
32.2205	2	1	22.5622	
32.254	2	1	5.34612	
32.2875	2	1	41.3154	
32.321	2	1	46.2683	
32.3545	2	1	53.0696	
32.3879	2	1	55.2986	
32.4214	2	1	60.9438	
32.4549	2	1	60.9887	
32.4884	2	1	54.7135	
32.5219	2	1	54.2844	
32.5554	2	1	51.7265	
32.5889	2	1	32.9906	
32.6224	2	1	24.8643	
32.6559	2	1	71.6772	
32.6894	2	1	6.9716	
32.7229	2	1	32.6151	
32.7564	2	1	32.2877	
32.7899	2	1	40.9457	
32.8234	2	1	49.3935	
32.8568	2	1	17.9644	
32.8903	2	1	9.09875	
32.9238	2	1	8.99327	
32.9573	2	1	31.1812	
32.9908	2	1	47.764	
33.0243	2	1	50.173	
33.0578	2	1	47.4273	
33.0913	2	1	98.2735	
33.1248	2	1	93.4496	
33.1583	2	1	83.0095	
33.1918	2	1	86.2802	
33.2253	2	1	84.9557	
33.2588	2	1	25.1605	
33.2923	2	1	11.1205	
33.3258	2	1	2.19807	
33.3592	2	1	10.5381	
33.3927	2	1	7.74419	
33.4262	2	1	35.8355	
33.4597	2	1	31.1013	
33.4932	2	1	34.8879	
33.5267	2	1	56.0947	
33.5602	2	1	64.3705	
33.5937	2	1	64.6274	
33.6272	2	1	52.7209	
33.6607	2	1	45.5812	
33.6942	2	1	46.0511	
33.7277	2	1	28.6144	
33.7612	2	1	9.60171	
33.7947	2	1	54.009	
33.8282	2	1	106.815	
33.8616	2	1	127.684	
33.8951	2	1	142.603	
33.9286	2	1	139.077	
33.9621	2	1	133.345	
33.9956	2	1	126.6	
34.0291	2	1	99.4056	
34.0626	2	1	25.1311	
34.0961	2	1	9.28035	
34.1296	2	1	25.6684	
34.1631	2	1	86	
34.1966	2	1	126.407	
34.2301	2	1	156.688	
34.2636	2	1	184.571	
34.2971	2	1	187.49	
34.3306	2	1	168.462	
34.364	2	1	150.204	
34.3975	2	1	131.194	
34.431	2	1	108.536	
34.4645	2	1	43.5875	
34.498	2	1	2.2481	
34.5315	2	1	33.2975	
34.565	2	1	99.6291	
34.5985	2	1	144.366	
34.632	2	1	154.257	
34.6655	2	1	144.488	
34.699	2	1	135.013	
34.7325	2	1	102.398	
34.766	2	1	60.8064	
34.7995	2	1	20.2449	
34.833	2	1	8.81525	
34.8664	2	1	47.6731	
34.8999	2	1	89.0694	
34.9334	2	1	110.748	
34.9669	2	1	141.573	
35.0004	2	1	152.857	
35.0339	2	1	139.834	
35.0674	2	1	90.6595	
35.1009	2	1	77.0596	
35.1344	2	1	56.242	
35.1679	2	1	27.5453	
35.2014	2	1	8.78038	
35.2349	2	1	15.9503	
35.2684	2	1	33.3975	
35.3019	2	1	60.4721	
35.3353	2	1	58.2928	
35.3688	2	1	40.2596	
35.4023	2	1	5.78884	
35.4358	2	1	3.52349	
35.4693	2	1	5.3301	
35.5028	2	1	5.40138	
35.5363	2	1	0.343979	
35.5698	2	1	38.9693	
35.6033	2	1	55.8062	
35.6368	2	1	65.2385	
35.6703	2	1	80.265	
35.7038	2	1	80.6325	
35.7373	2	1	83.0893	
35.7708	2	1	91.1836	
35.8043	2	1	98.3493	
35.8377	2	1	77.6199	
35.8712	2	1	44.0445	
35.9047	2	1	13.3672	
35.9382	2	1	7.70166	
35.9717	2	1	57.2375	
36.0052	2	1	79.3396	
36.0387	2	1	85.0572	
36.0722	2	1	96.3341	
36.1057	2	1	95.9954	
36.1392	2	1	80.9439	
36.1727	2	1	72.1949	
36.2062	2	1	81.2249	
36.2397	2	1	54.2136	
36.2732	2	1	7.93744	
36.3067	2	1	15.0345	
36.3401	2	1	9.03652	
36.3736	2	1	50.2421	
36.4071	2	1	62.4497	
36.4406	2	1	16.9902	
36.4741	2	1	13.787	
36.5076	2	1	89.2356	
36.5411	2	1	147.955	
36.5746	2	1	135.394	
36.6081	2	1	65.3111	
36.6416	2	1	261.417	
36.6751	2	1	292.344	
36.7086	2	1	261.513	
36.7421	2	1	255.098	
36.7756	2	1	286.959	
36.8091	2	1	287.23	
36.8425	2	1	44.2305	
36.876	2	1	38.6862	
36.9095	2	1	24.6893	
36.943	2	1	15.2864	
36.9765	2	1	17.9393	
37.01	2	1	27.4632	
38.8521	2	1	57.3265	
38.8856	2	1	55.9323	
38.9191	2	1	54.0355	
38.9526	2	1	53.9381	
38.9861	2	1	52.9926	
39.0196	2	1	52.9948	
39.0531	2	1	282.982	
39.0866	2	1	276.336	
39.1201	2	1	259.397	
39.1536	2	1	247.628	
39.1871	2	1	236.599	
39.2206	2	1	235.366	
39.2541	2	1	44.5872	
39.2875	2	1	31.9297	
39.321	2	1	9.5324	
39.3545	2	1	0.0620065	
39.388	2	1	13.7503	
39.4215	2	1	18.2256	
39.455	2	1	14.3414	
39.4885	2	1	6.03875	
39.522	2	1	0.120158	
39.5555	2	1	1.30454	
39.589	2	1	20.4696	
39.6225	2	1	21.0561	
39.656	2	1	3.91927	
39.6895	2	1	40.1482	
39.723	2	1	114.654	
39.7565	2	1	165.571	
39.7899	2	1	217.882	
39.8234	2	1	256.002	
39.8569	2	1	266.746	
39.8904	2	1	257.803	
39.9239	2	1	229.967	
39.9574	2	1	231.33	
39.9909	2	1	273.392	
40.0244	2	1	289.574	
40.0579	2	1	295.548	
40.0914	2	1	259.875	
40.1249	2	1	177.188	
40.1584	2	1	131.886	
40.1919	2	1	71.9622	
40.2254	2	1	20.9143	
40.2589	2	1	4.92281	
40.2923	2	1	22.5616	
40.3258	2	1	64.9612	
40.3593	2	1	62.5625	
40.3928	2	1	13.7941	
40.4263	2	1	20.0557	
40.4598	2	1	54.4544	
40.4933	2	1	69.7156	
40.5268	2	1	46.0857	
40.5603	2	1	42.5587	
40.5938	2	1	13.4899	
40.6273	2	1	9.75577	
40.6608	2	1	16.0341	
40.6943	2	1	4.81291	
40.7278	2	1	22.979	
40.7612	2	1	13.8072	
40.7947	2	1	10.0386	
40.8282	2	1	24.6007	
40.8617	2	1	40.8019	
40.8952	2	1	77.1288	
40.9287	2	1	89.0008	
40.9622	2	1	91.2865	
40.9957	2	1	87.3202	
41.0292	2	1	87.9464	
41.0627	2	1	64.5197	
41.0962	2	1	60.0609	
41.1297	2	1	48.6212	
41.1632	2	1	32.3133	
41.1967	2	1	32.7283	
41.2302	2	1	36.1967	
41.2636	2	1	32.5532	
41.2971	2	1	2.95949	
41.3306	2	1	3.00118	
41.3641	2	1	9.21644	
41.3976	2	1	4.33162	
41.4311	2	1	15.8129	
41.4646	2	1	25.3128	
41.4981	2	1	47.3381	
41.5316	2	1	72.2992	
41.5651	2	1	104.652	
41.5986	2	1	150.293	
41.6321	2	1	192.093	
41.6656	2	1	226.045	
41.6991	2	1	252.044	
41.7326	2	1	304.648	
41.766	2	1	352.459	
41.7995	2	1	389.557	
41.833	2	1	390.234	
41.8665	2	1	361.155	
41.9	2	1	324.787	
41.9335	2	1	281.675	
41.967	2	1	229.203	
42.0005	2	1	197.009	
42.034	2	1	167.863	
42.0675	2	1	132.79	
42.101	2	1	102.976	
42.1345	2	1	61.8422	
42.168	2	1	30.725	
42.2015	2	1	1.45075	
42.235	2	1	3.77963	
42.2684	2	1	4.82648	
42.3019	2	1	17.021	
42.3354	2	1	31.5477	
42.3689	2	1	47.592	
42.4024	2	1	27.0168	
42.4359	2	1	6.93816	
42.4694	2	1	2.32797	
42.5029	2	1	2.08375	
42.5364	2	1	1.95121	
42.5699	2	1	7.51659	
42.6034	2	1	17.1002	
42.6369	2	1	30.5285	
42.6704	2	1	41.6356	
42.7039	2	1	50.8595	
42.7374	2	1	41.8007	
42.7708	2	1	28.5932	
42.8043	2	1	11.1672	
42.8378	2	1	3.94045	
42.8713	2	1	11.126	
42.9048	2	1	17.0432	
42.9383	2	1	23.6278	
42.9718	2	1	51.5934	
43.0053	2	1	90.3436	
43.0388	2	1	56.6954	
43.0723	2	1	21.5721	
43.1058	2	1	3.80952	
43.1393	2	1	34.175	
43.1728	2	1	62.4754	
43.2063	2	1	78.8156	
43.2397	2	1	87.7233	
43.2732	2	1	108.811	
43.3067	2	1	124.045	
43.3402	2	1	130.443	
43.3737	2	1	140.092	
43.4072	2	1	148.728	
43.4407	2	1	86.9366	
43.4742	2	1	23.3982	
43.5077	2	1	21.8209	
43.5412	2	1	52.3443	
43.5747	2	1	74.2391	
43.6082	2	1	90.5815	
43.6417	2	1	108.032	
43.6752	2	1	122.461	
43.7087	2	1	133.038	
43.7421	2	1	140.674	
43.7756	2	1	134.603	
43.8091	2	1	117.869	
43.8426	2	1	101.762	
43.8761	2	1	83.1159	
43.9096	2	1	69.586	
43.9431	2	1	60.5248	
43.9766	2	1	36.0192	
44.0101	2	1	16.3808	
44.0436	2	1	8.23816	
44.0771	2	1	3.04746	
44.1106	2	1	6.2408	
44.1441	2	1	23.0066	
44.1776	2	1	46.7572	
44.2111	2	1	68.4052	
44.2445	2	1	84.1422	
44.278	2	1	93.221	
44.3115	2	1	102.338	
44.345	2	1	109.932	
44.3785	2	1	92.5548	
44.412	2	1	72.33	
44.4455	2	1	61.8678	
44.479	2	1	53.6674	
44.5125	2	1	41.0952	
44.546	2	1	22.1839	
44.5795	2	1	16.3338	
44.613	2	1	56.8998	
44.6465	2	1	84.0491	
44.68	2	1	94.7654	
44.7135	2	1	100.15	
44.7469	2	1	104.334	
44.7804	2	1	97.4277	
44.8139	2	1	83.4229	
44.8474	2	1	70.9893	
44.8809	2	1	52.1063	
44.9144	2	1	30.0649	
44.9479	2	1	2.00517	
44.9814	2	1	42.4055	
45.0149	2	1	76.7323	
45.0484	2	1	115.803	
45.0819	2	1	132.397	
45.1154	2	1	125.074	
45.1489	2	1	124.258	
45.1824	2	1	126.57	
45.2158	2	1	125.81	
45.2493	2	1	123.881	
45.2828	2	1	114.526	
45.3163	2	1	107.358	
45.3498	2	1	101.642	
45.3833	2	1	112.874	
45.4168	2	1	140.521	
45.4503	2	1	131.707	
45.4838	2	1	119.934	
45.5173	2	1	110.044	
45.5508	2	1	91.0938	
45.5843	2	1	52.745	
45.6178	2	1	11.5476	
45.6513	2	1	19.2195	
45.6848	2	1	52.8341	
45.7182	2	1	73.2028	
45.7517	2	1	110.614	
45.7852	2	1	161.011	
45.8187	2	1	213.382	
45.8522	2	1	241.361	
45.8857	2	1	253.291	
45.9192	2	1	234.4	
45.9527	2	1	214.311	
45.9862	2	1	181.47	
46.0197	2	1	139.226	
46.0532	2	1	107.102	
46.0867	2	1	73.9431	
46.1202	2	1	69.3211	
46.1537	2	1	47.3362	
46.1872	2	1	23.7395	
46.2206	2	1	15.5988	
46.2541	2	1	17.0984	
46.2876	2	1	22.2397	
46.3211	2	1	11.4549	
46.3546	2	1	3.15185	
46.3881	2	1	5.2987	
46.4216	2	1	13.875	
46.4551	2	1	22.8048	
46.4886	2	1	29.2113	
46.5221	2	1	12.4028	
46.5556	2	1	5.55272	
